,Accession,Gene Symbol,Palbociclib,Panobinostat,Raltitrexed,Methotrexate,Vemurafenib,Fimepinostat,SCIO-469,SL-327,5-Fluorouracil,Olaparib,Bafetinib,OTS964,Abemaciclib,CCT137690,Belumosudil,Parthenolide
586,Q13490,BIRC2,0.0,0.0,0.015470871678545845,0.0,0.01428987173999741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,Q9Y6W3,CAPN7,0.0,0.009409794450601906,0.0,0.0,0.0296697820279243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,P47974,ZFP36L2,0.0,0.0,0.018760434179865594,0.0,0.15572246553273483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,P43487,RANBP1,0.05196080380796946,0.0,0.0,0.0006435311757131057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,P18206,VCL,0.0,0.0,0.014879819357387192,0.0,0.0,0.0,0.0,0.0022535403874103174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,O00244,ATOX1,0.0,0.0,0.0,0.009428357779174154,0.0,0.0,0.0,0.014014170282882106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,Q7Z3U7,MON2,0.09366718521746412,0.0,0.0,0.0,0.04632511637345332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,O00330,PDHX,0.009986419172336551,0.0,0.0,0.0,0.0,0.0036979342982453797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,Q5JTV8,TOR1AIP1,0.0,0.0,0.03362732413097695,0.0,0.0,0.0,0.0,0.009242906415766108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,Q53H82,LACTB2,0.0,0.0,0.04320978919529046,0.0,0.0,0.0,0.0,0.0025741525857189626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,Q96EY8,MMAB,0.0,0.05957383693432893,0.024447188716188225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,P35612,ADD2,0.0,0.002941507282433413,0.0,0.0,0.06451058314744236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,Q92620,DHX38,0.0,0.0,0.031829543468050156,0.0,0.013179995975506415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,P61020,RAB5B,0.0,0.09165303126858751,0.019080426147882298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,A8MTY0,ZNF724,0.0,0.0,0.0,0.0,0.17977253122511738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04107393143019983,0.0
601,P51397,DAP,0.0,0.0,0.0,0.0,0.0,0.0,0.05264063135094326,0.020507168645285404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,P48739,PITPNB,0.0,0.02345189999584163,0.03383417564379666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,Q16763,UBE2S,0.020535064348600855,0.0,0.0,0.0,0.0,0.0,0.0,0.027529920136417953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,P20073,ANXA7,0.0,0.0,0.014959623010474269,0.0,0.008025444869816427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,Q9NPE2,NGRN,0.0,0.0880861824556263,0.0,0.0,0.08349029880518874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,P46736,BRCC3,0.0,0.040085843541449104,0.019962408719203375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,Q96RQ3,MCCC1,0.0,0.0,0.02396702772087557,0.0,0.0,0.0,0.007452047082785858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,Q9UKK9,NUDT5,0.009377733679918766,0.0,0.0,0.0,0.0,0.0,0.0,0.03323796790837513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,Q86V21,AACS,0.0,0.03670887596665969,0.0,0.0,0.03998997640403398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,P31751,AKT2,0.0,0.0,0.028693747305292366,0.0,0.0,0.016978020592879818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,Q9H2J4,PDCL3,0.0,0.0,0.0,0.0006666623063132891,0.0,0.0,0.0,0.037781666683210716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,P05386,RPLP1,0.0,0.0,0.0,0.028453822903857763,0.0,0.016811569510216152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,O95071,UBR5,0.0,0.0,0.0,0.0,0.05813077043219982,0.053835944891100974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,P08579,SNRPB2,0.0,0.0,0.0,0.0,0.01804767033892799,0.0,0.0,0.005932664207234506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,O60610,DIAPH1,0.02250645670067142,0.0,0.0,0.0,0.0,0.021889258221142075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,Q5T6F0,DCAF12,0.02101034557617469,0.0,0.0,0.0,0.02662713668982284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,Q14980,NUMA1,0.0,0.0,0.016078100770355205,0.0,0.021160032589356732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,Q9NRY5,FAM114A2,0.0,0.06763875899076023,0.008241842537760165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,P62899,RPL31,0.017847428476782463,0.0,0.0,0.0,0.0,0.06620587352243186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,A4D2B0,MBLAC1,0.0,0.10684513045022803,0.0,0.0,0.05030393532575714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,P46060,RANGAP1,0.0,0.0,0.0,0.0,0.002010439158710337,0.0011111505044282036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,Q8TF64,GIPC3,0.10345331000274492,0.0,0.0,0.0,0.07521008474479669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,Q9Y5K8,ATP6V1D,0.0,0.015153303033748785,0.018651208049695684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,Q86U90,YRDC,0.013005180990583176,0.0,0.08543633794457098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,Q9Y448,KNSTRN,0.0,0.0,0.0,0.0,0.04681662033275022,0.0,0.03230147855239499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,Q7L9L4,MOB1B,0.0,0.04169110584553809,0.0,0.0,0.0,0.015764357447211802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,P55347,PKNOX1,0.03226402846878992,0.0,0.0,0.0,0.0,0.13195263721376865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,P23588,EIF4B,0.0,0.009077636909947114,0.0,0.0,0.04986002748131924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,Q5T0F9,CC2D1B,0.0,0.0,0.04361904402087114,0.03652453478762097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,Q96BS2,TESC,0.0,0.0,0.007006178998416903,0.0,0.0,0.03137426819277492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,P51692,STAT5B,0.0,0.0,0.0,0.0,0.0,0.004757946539486758,0.0,0.003570004014172475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,Q9UQ88,CDK11A,0.0,0.026621786207578272,0.017890885703954192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,Q6PL24,TMED8,0.0,0.0,0.0008027066141015685,0.0,0.0,0.0,0.0,0.0,0.014301539517247538,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,Q8N3D4,EHBP1L1,0.0,0.027189619514000098,0.0,0.0,0.0,0.008165439382397343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,P55735,SEC13,0.038954748350622743,0.0,0.0,0.0,0.0,0.0,0.0,0.03388871916558421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,P00918,CA2,0.0,0.02241918166315255,0.0,0.0,0.0,0.0,0.0,0.0,0.05503592500979067,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,O75781,PALM,0.0,0.039969826996512414,0.0,0.0,0.006557505824537041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,Q16539,MAPK14,0.0,0.0,0.0,0.0,0.0,0.0,1.4600828102464312,0.0,0.0,0.0,0.044346412549797015,0.0,0.0,0.0,0.0,0.0
639,Q7L7X3,TAOK1,0.02007601256595294,0.0,0.06701779205783343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,Q14697,GANAB,0.0,0.0,0.0,0.0,0.0013344181086834732,0.20771122754189886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,Q96RP9,GFM1,0.0,0.0,0.0,0.0,0.01531636352565343,0.0,0.02513260313188442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,P37235,HPCAL1,0.0,0.0,0.0,0.0,0.0028842379778250627,0.009192593741964197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,Q96CW6,SLC7A6OS,0.0,0.0,0.0,0.0,0.0099973813870869,0.0,0.0,0.0,0.04647682442933139,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,Q99547,MPHOSPH6,0.0,0.0,0.0,0.0,0.03266197352956528,0.0,0.0,0.005545788560846317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,O60506,SYNCRIP,0.02374159054485718,0.0,0.0,0.0,0.0,0.0,0.022799898213098385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,Q9UNW1,MINPP1,0.0,0.0,0.0,0.006108908889277148,0.0,0.0,0.0,0.0027244641938872164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,Q9GZT3,SLIRP,0.0,0.0,0.0,0.0,0.05503326412285601,0.0,0.0,0.05979150293914647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,Q9NUG6,PDRG1,0.0,0.0,0.0,0.026100409167787768,0.0,0.041152142594979915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,Q9Y281,CFL2,0.0,0.0,0.0,0.01887081444988326,0.0,0.0,0.0,0.0025499070651345754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,Q8NBJ7,SUMF2,0.0,0.0,0.03789644123856731,0.012040935390532404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,Q9H0Z9,RBM38,0.0,0.0,0.0076060309716241906,0.0,0.0,0.0,0.0,0.0,0.03192233312656549,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,Q99584,S100A13,0.0,0.0,0.036241333665979834,0.0,0.0,0.0,0.0,0.14016591415563823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,Q9BXW9,FANCD2,0.0,0.022214769882938627,0.0,0.0,0.0,0.0,0.042591976587784075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,Q86UV5,USP48,0.010420956819861233,0.0,0.0,0.0,0.005531855355641196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,Q9NRF9,POLE3,0.0,0.017998959397627468,0.0,0.0,0.016228212923285405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,Q92522,H1-10,0.0,0.05199381644685809,0.0,0.0,0.008080160607862971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,Q99627,COPS8,0.0,0.00451117617866497,0.01721654625150282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,Q9UBQ7,GRHPR,0.0,0.0,0.0,0.0,0.010001656301181328,0.0,0.001645946376244733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,Q15029,EFTUD2,0.0,0.0,0.024090047407527404,0.0,0.0,0.008363452695815662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,Q8TCG1,CIP2A,0.0,0.0,0.0,0.0,0.0,0.0,0.055158865094491374,0.004372235451093284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,P60228,EIF3E,0.0,0.0,0.0,0.0,0.0,0.0,0.0838421328640145,0.06521327777262088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,O76094,SRP72,0.0,0.0,0.0,0.0,0.04339531136950783,0.0,0.0,0.012210435998988314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,Q6P3W7,SCYL2,0.0035096386314791353,0.0,0.0,0.0,0.0,0.0,0.0,0.009893676989606824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,Q15369,ELOC,0.0,0.0,0.007708357282459725,0.0,0.0,0.0,0.007379476981345983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,O60333,KIF1B,0.0,0.0,0.0,0.003129241910931578,0.0,0.015819481675989594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,Q3V6T2,CCDC88A,0.0,0.07562371618014513,0.0,0.0,0.0,0.0,0.06724786735657122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,O15371,EIF3D,0.0,0.0,0.0,0.0,0.0,0.0,0.0530110051815858,0.026836483988069492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,Q71RC2,LARP4,0.0,0.0,0.0,0.0,0.0,0.0,0.03200630064300403,0.0,0.07346771323967265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,P58107,EPPK1,0.002846118156908389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011302924256592762,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,O75155,CAND2,0.05939229191048864,0.0,0.0,0.0,0.04926982582248353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,Q8NBF2,NHLRC2,0.007774283353897526,0.005572239553921724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,P84085,ARF5,0.016037642612346848,0.0,0.0,0.0,0.0,0.0,0.0,0.05336325788087952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,Q9Y312,AAR2,0.027070825179623295,0.0,0.0,0.0,0.00785267303660231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,P56211,ARPP19,0.0,0.0,0.011121946221662238,0.0,0.0007785555433775099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,P50479,PDLIM4,0.06541550351594995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034172064886856285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676,Q9H1A4,ANAPC1,0.03481282521528934,0.0,0.0,0.0,0.0,0.0,0.004820057811226713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,P31150,GDI1,0.0,0.010915430794062934,0.058063971761945936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,O95757,HSPA4L,0.02790370488415173,0.0,0.0,0.0,0.02597721156941059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,P43246,MSH2,0.02030352714521206,0.0,0.0,0.0,0.008426631313340321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,Q9BWU0,SLC4A1AP,0.03433403680130988,0.0,0.0,0.0,0.007015389768409128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,Q96KC8,DNAJC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011725511537139138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019617276531981965
682,Q14145,KEAP1,0.01221208752141368,0.0,0.0,0.0,0.0,0.0,0.029707022734448217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,Q9Y5V0,ZNF706,0.0,0.0,0.0,0.0,0.0,0.030462419472126367,0.0,0.011525029847958838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,P61978,HNRNPK,0.0,0.0,0.0,0.0,0.06197747098701908,0.0,0.04582610470373773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,P13804,ETFA,0.0,0.011906138114123001,0.002081144956072199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,P25705,ATP5F1A,0.0,0.011703334349676261,0.0,0.0,0.0,0.0,0.013729855388323357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,A0A1B0GUS4,UBE2L5,0.0,0.0,0.009108916057625871,0.0,0.007529452027213765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,Q9Y285,FARSA,0.039542850089189244,0.0,0.0,0.005510207042543014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,Q9NQT4,EXOSC5,0.0013439217943958612,0.0,0.0,0.0,0.02237480309973159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,Q9NWT1,PAK1IP1,0.0,0.0017354710118438373,0.0035416798980846056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,Q8N4Q0,ZADH2,0.0,0.3873727007473258,0.0,0.0,0.0,0.0,0.0,0.0,0.055482842713059526,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,Q9UBD5,ORC3,0.0,0.0,0.0,0.0,0.0,0.0,0.04970563716404619,0.0,0.022125229049560814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,Q92979,EMG1,0.0,0.0,0.0,0.033475751423859404,0.0,0.0,0.0026756590718174404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694,Q96RS6,NUDCD1,0.0,0.00013810527687751345,0.014443230610791839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,Q8NBJ5,COLGALT1,0.0,0.0,0.0,0.0005368619321039509,0.004059355231220088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,Q5T4S7,UBR4,0.03538619038511456,0.0,0.0,0.0,0.0,0.01843444146412166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697,O75886,STAM2,0.0,0.015539444499430097,0.0,0.0,0.0,0.08235718964737188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,P53384,NUBP1,0.0,0.0,0.006348788542554169,0.0,0.038059340027829104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,P30049,ATP5F1D,0.0,0.0,0.0,0.10287055154850554,0.03796951622672262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,Q06210,GFPT1,0.0055681717814758044,0.0,0.0,0.0,0.0,0.0,0.028346878647624037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,P22681,CBL,0.0,0.0,0.0030242402814733577,0.0,0.0,0.029391109904752535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,Q6PCB5,RSBN1L,0.0,0.0,0.0032291538121573087,0.0,0.0015232979294189965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,Q7Z460,CLASP1,0.0,0.0,0.0,0.0,0.007316468959560396,0.0,0.0,0.0392446087092483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
704,Q99590,SCAF11,0.0,0.0,0.020894532030842516,0.0,0.0,0.0,0.0,0.013966237753769414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,Q8N5P1,ZC3H8,0.040898530045587675,0.0,0.03665452316353879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,O43823,AKAP8,0.07902034928431427,0.0,0.0,0.0,0.0,0.0,0.0,0.03626808534415939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,Q9Y3D5,MRPS18C,0.050518419993035746,0.0,0.0,0.0,0.02778943560452013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,Q15393,SF3B3,0.0,0.0,0.0,0.0,0.022130438804123694,0.0,0.0024253312337649095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
709,P09104,ENO2,0.0,0.04360096480987164,0.043150762241928375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710,Q96SI9,STRBP,0.03580945314347219,0.0708100588935404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,Q09028,RBBP4,0.0,0.0,0.0,0.0,0.0,0.0008462187395831267,0.0,0.002258110372868709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712,Q8WYA6,CTNNBL1,0.0,0.0,0.0,0.0,0.0,0.0,0.08140735504252852,0.3409138423023969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713,Q12789,GTF3C1,0.0,0.1281995361903551,0.0,0.0,0.0,0.0,0.033306159748542896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,Q9UPY3,DICER1,0.0,0.0,0.0,0.0,0.005020235141919327,0.0,0.0,0.0,0.07328438025649378,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715,Q9GZT9,EGLN1,0.0,0.0,0.0063525486976705355,0.0,0.05821484925836047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
716,P46778,RPL21,0.0,0.0,0.0,0.0,0.0012123597432983392,0.04631283135567835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
717,O14773,TPP1,0.0,0.0,0.0,0.0,0.02802522091107599,0.0,0.004475765619776133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
718,Q9Y4H4,GPSM3,0.0,0.0,0.04911400146809456,0.0,0.0,0.0,0.0,0.05972476480360015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
719,P51965,UBE2E1,0.0,0.0,0.0,0.0,0.0494777979518335,0.0,0.01473454346343878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720,Q15785,TOMM34,0.0,0.0,0.0,0.0,0.004395591748685991,0.0,0.010559693228596836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,O76070,SNCG,0.0,0.02111394497621498,0.0,0.0,0.0,0.01360118281509394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,P62834,RAP1A,0.0,0.03540955004844327,0.0,0.0,0.0,0.0,0.03012567765242702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
723,P04083,ANXA1,0.027967876325497736,0.0,0.0,0.0,0.007651280928099538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724,Q8NI22,MCFD2,0.0,0.0,0.0,0.01530861767603127,0.0,0.0,0.0,0.08610996041544099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,Q96G28,CFAP36,0.0,0.0,0.0,0.01645514446611751,0.0,0.0,0.0,0.015125542854669702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726,Q9BTM9,URM1,0.0,0.0,0.0,0.0,0.0,0.0,0.07662538784535367,0.0,0.0,0.05447029465268114,0.0,0.0,0.0,0.0,0.0,0.0
727,Q9Y2L5,TRAPPC8,0.0,0.0328619833086351,0.0,0.0,0.0,0.0,0.03830444237676613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728,Q13769,THOC5,0.0,0.0,0.006555795465877014,0.0,0.0,0.0,0.0,0.0,0.05023178947206178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
729,Q00587,CDC42EP1,0.025560353790429237,0.0,0.0,0.0,0.08199477481954492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,Q13614,MTMR2,0.0,0.0,0.0,0.0,0.02450239499627674,0.060340711957881855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731,P0DMV9,HSPA1B,0.04557204862807776,0.0,0.0,0.015541706562538244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,P51687,SUOX,0.0,0.01811836427009795,0.0,0.0,0.009272925802400907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733,O43815,STRN,0.0,0.0,0.0,0.015353360607616912,0.0,0.002385883090997992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,P50990,CCT8,0.012235533969862973,0.0,0.0,0.0,0.0,0.0,0.0031287188869938906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735,O15020,SPTBN2,0.0,0.0,0.0,0.0,0.003686427895991322,0.0,0.008941532206770304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,P47813,EIF1AX,0.005157174319061708,0.0,0.0,0.05786038830144161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,Q9Y295,DRG1,0.0,0.0,0.0,0.002395600432468269,0.0,0.015032397251516583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
738,P78362,SRPK2,0.0,0.0,0.0,0.0,0.0,0.045275433140783944,0.0,0.0008678761321572175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,P47893,OR3A2,0.0,0.010568412248090471,0.008076958234402139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740,Q13227,GPS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196620793087093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09266839511573577
741,Q9C005,DPY30,0.09289084671215449,0.0,0.0,0.0,0.11727665146823134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,P35606,COPB2,0.0,0.0,0.0,0.0,0.03936537843939258,0.0,0.01011328728995051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
