,Accession,Gene Symbol,Palbociclib,Panobinostat,Raltitrexed,Methotrexate,Vemurafenib,Fimepinostat,Olaparib,Bafetinib,SCIO-469,OTS964,SL-327,Abemaciclib,CCT137690,Belumosudil,Parthenolide
68,Q8NFC6,BOD1L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015668888358823498,0.030677234494321887,0.0,0.0,0.0
69,P09972,ALDOC,0.0,0.0,0.009210168331828474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011835063291807876
70,Q92598,HSPH1,0.04177042177420269,0.0,0.0,0.06346657076073836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,P12814,ACTN1,0.0,0.0,0.0,0.0,0.0,0.0,0.037226020422123224,0.0,0.0,0.03941548691422783,0.0,0.0,0.0,0.0,0.0
72,P14625,HSP90B1,0.0,0.0,0.0,0.029087504122819765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017896695103944094,0.0,0.0,0.0
73,P41250,GARS1,0.0,0.0,0.0,0.0,0.0,0.0,0.02447511262497775,0.0,0.0,0.03650690214966923,0.0,0.0,0.0,0.0,0.0
74,P18669,PGAM1,0.0,0.0,0.0,0.0,0.0,0.0,0.023363327760906126,0.0,0.0,0.04048870420366216,0.0,0.0,0.0,0.0,0.0
75,P22234,PAICS,0.0,0.0,0.0,0.0,0.0,0.0,0.046977654911345354,0.0,0.0,0.03483629571450611,0.0,0.0,0.0,0.0,0.0
76,Q16658,FSCN1,0.0,0.0,0.02310073426013216,0.0,0.003998162504144424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,P07237,P4HB,0.0,0.0,0.0,0.0,0.0,0.0,0.003454899730955421,0.0,0.0,0.03397290451231451,0.0,0.0,0.0,0.0,0.0
78,P26640,VARS1,0.0,0.0,0.0,0.010979388160409782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009153158030743354,0.0
79,Q9C0C2,TNKS1BP1,0.0,0.0,0.01433245436072332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029864365434396113
80,P07437,TUBB,0.0,0.06116294393489119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05012619906468612,0.0
81,P00338,LDHA,0.0,0.0,0.0,0.0,0.0,0.0,0.04399059633632972,0.0,0.0,0.09169534347682395,0.0,0.0,0.0,0.0,0.0
82,P30622,CLIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034201556915645984,0.0044153484633424655,0.0,0.0,0.0,0.0
83,Q9NR09,BIRC6,0.0,0.0,0.0,0.0,0.0,0.029615112987537367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045226419636290194,0.0
84,O15067,PFAS,0.0,0.0,0.0,0.0,0.07219585482499954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02407993193071991,0.0
85,Q06830,PRDX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036989649892753745,0.0,0.0,0.0,0.0,0.0334374351101214
86,Q12931,TRAP1,0.0,0.0,0.015509367357276826,0.0,0.0,0.0,0.0,0.0,0.0,0.004942948042430835,0.0,0.0,0.0,0.0,0.0
87,P35241,RDX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009558452036622542,0.0,0.0,0.0,0.0,0.0,0.0,0.0473540912104792
88,P07195,LDHB,0.0,0.0,0.0,0.0,0.0,0.0,0.0053186913940837036,0.0,0.0,0.032136294815725455,0.0,0.0,0.0,0.0,0.0
89,P55060,CSE1L,0.0,0.05220368410127159,0.054470470072806074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,P27708,CAD,0.0,0.0,0.0,0.006084847110122532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03052251650764494,0.0
91,P40926,MDH2,0.0,0.0,0.0,0.0,0.0,0.0,0.016854907066876382,0.0,0.0,0.05588398564481681,0.0,0.0,0.0,0.0,0.0
92,Q9NSE4,IARS2,0.0,0.0,0.025764136449595465,0.0,0.0,0.0,0.0,0.0,0.0007305491411799554,0.0,0.0,0.0,0.0,0.0,0.0
93,Q12888,TP53BP1,0.0,0.0,0.0,0.010288033851293517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0404353258711261,0.0
94,P26639,TARS1,0.0,0.0,0.0,0.0,0.0,0.0,0.01683047777538091,0.0,0.0,0.02507032331842996,0.0,0.0,0.0,0.0,0.0
95,P60174,TPI1,0.0,0.0,0.0,0.0,0.0,0.0,0.04369628763346456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020576185342645423
96,Q13263,TRIM28,0.0,0.0,0.0,0.03845811162789321,0.0,0.0,0.0,0.0026690836807385957,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,P63104,YWHAZ,0.0,0.0,0.0,0.0,0.0,0.0,0.01734890753405418,0.0,0.0,0.04216835097553809,0.0,0.0,0.0,0.0,0.0
98,P46940,IQGAP1,0.014255165437311992,0.0,0.0,0.05046722895635051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,P23381,WARS1,0.0,0.0,0.0,0.0,0.0,0.0,0.006435678077762026,0.0,0.0,0.05366034418448032,0.0,0.0,0.0,0.0,0.0
100,Q14974,KPNB1,0.0,0.0,0.0,0.0,0.0,0.0,0.048282012174765715,0.0,0.0,0.023088383714116437,0.0,0.0,0.0,0.0,0.0
101,P42704,LRPPRC,0.03937345729969091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049422740366950754,0.0
102,P23526,AHCY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017888764154212613,0.02905796693568175,0.0,0.0,0.0,0.0,0.0
103,P36776,LONP1,0.0,0.0,0.0,0.0,0.0,0.0,0.010210754916227749,0.0,0.0,0.02186552020461402,0.0,0.0,0.0,0.0,0.0
104,Q9NPH2,ISYNA1,0.0,0.0,0.0,0.0,0.01954878538187261,0.0,0.0,0.0,0.0005597328913277497,0.0,0.0,0.0,0.0,0.0,0.0
105,Q9BQE3,TUBA1C,0.0,0.032624643311845614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0338739296901919,0.0
106,Q58FF7,HSP90AB3P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01679963611264569,0.0,0.0,0.0,0.0,0.02866874483407124
107,O60664,PLIN3,0.0,0.0,0.0,0.005682356164740575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035134750429803185
108,P05455,SSB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00405637499666571,0.0,0.0,0.0,0.0,0.0,0.0,0.011890594925885196
109,P49736,MCM2,0.0,0.0,0.0,0.006317497962683001,0.011039065015619139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Q13177,PAK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057236693120975804,0.0,0.0,0.0,0.0,0.00196999336676612
111,Q9UBT2,UBA2,0.0,0.011090325928712563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016109334024680233,0.0,0.0,0.0,0.0,0.0
112,O15355,PPM1G,0.0,0.0,0.007600463223213633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022275878339750227,0.0,0.0,0.0
113,Q9BQ52,ELAC2,0.0,0.004916355753832136,0.0633182869953741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Q15046,KARS1,0.0,0.0256391700527736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022416508857323048,0.0,0.0,0.0
115,P04350,TUBB4A,0.0,0.07909964109620045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053707902209631786,0.0
116,Q14980,NUMA1,0.0,0.001143189264797645,0.0,0.0,0.023626841350888387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,P52209,PGD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004033428880730609,0.0,0.0456515232676675,0.0,0.0,0.0,0.0,0.0
118,P49411,TUFM,0.0,0.001217363904117863,0.0,0.0,0.03548151166403819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Q14247,CTTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019438607746531077,0.0,0.0,0.0,0.05112283188330092
120,Q12906,ILF3,0.029166467683677953,0.0,0.0,0.0,0.0,0.0027208592754286555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,O95373,IPO7,0.0,0.01670472826964188,0.011398285232767189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Q9C0C9,UBE2O,0.0,0.0,0.013777082921548691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012530570555952525,0.0,0.0
123,Q02790,FKBP4,0.0445672875093001,0.0,0.0,0.033488851302830566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Q5VYK3,ECPAS,0.01172239205729465,0.0,0.0,0.048875645057672695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,P68032,ACTC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014775185070960557,0.0,0.06525930037690889,0.0,0.0,0.0,0.0,0.0
126,Q06203,PPAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0030945213122553807,0.0,0.0,0.011004216154809378,0.0,0.0,0.0,0.0,0.0
127,P34897,SHMT2,0.0,0.0,0.005330513852127032,0.0,0.0,0.0,0.0,0.0,0.0069605741875735355,0.0,0.0,0.0,0.0,0.0,0.0
128,P07355,ANXA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0006027655948341922,0.0,0.0,0.002534017383758346,0.0,0.0,0.0,0.0,0.0
129,Q14697,GANAB,0.0,0.0,0.0,0.016032626156696903,0.0,0.23915613864428312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Q01518,CAP1,0.0,0.0,0.0,0.013655930249149087,0.06438363070630519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,P04083,ANXA1,0.009981592777698178,0.0,0.0,0.06293896219885778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,O75083,WDR1,0.0,0.0,0.0,0.0,0.019314727365014602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004326636738070548,0.0
133,O43242,PSMD3,0.010874779166724202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038674545995750965,0.0
134,P23528,CFL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06218853658612828,0.0,0.0,0.0,0.0,0.06603494275255357
135,Q5H9R7,PPP6R3,0.0,0.0,0.0,0.0,0.0,0.0,0.008477813753036252,0.0,0.0,0.009617664231680721,0.0,0.0,0.0,0.0,0.0
136,Q32MZ4,LRRFIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035992676256509405,0.0,0.0,0.0014205492112194101
137,O75153,CLUH,0.0,0.0,0.0,0.019357991853110594,0.0,0.024607618846995354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Q00610,CLTC,0.04344463773308475,0.0,0.0,0.017642003553209898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,P13667,PDIA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008351598892578915,0.0383876111913626,0.0,0.0,0.0
140,Q9UIA9,XPO7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028126203535914485,0.0,0.014556667033150492,0.0,0.0,0.0
141,P00505,GOT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03886866759178064,0.0,0.0,0.0,0.0,0.006096376914218332
142,P49915,GMPS,0.0,0.0,0.0,0.029711032159488098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001359318416053469,0.0,0.0
143,Q15181,PPA1,0.0,0.0,0.0,0.0,0.0,0.0,0.01281089120493202,0.0,0.0,0.05061826138155675,0.0,0.0,0.0,0.0,0.0
144,P08670,VIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0030090574841839003,0.0,0.0,0.0,0.0,0.007552587507555169,0.0,0.0,0.0
145,Q14997,PSME4,0.00023744210875933968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00354520200579906,0.0,0.0,0.0,0.0
146,Q13885,TUBB2A,0.0546363219071286,0.0,0.0,0.0,0.0,0.0,0.05225356582725967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,P49591,SARS1,0.0,0.0,0.005581161618432211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021225893618816473
148,Q08378,GOLGA3,0.0,0.011264270090782968,0.0,0.0,0.0,0.0,0.0,0.0,0.037904833570639056,0.0,0.0,0.0,0.0,0.0,0.0
149,P28838,LAP3,0.0,0.19115711623947637,0.0,0.0,0.053867604107771444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,Q99798,ACO2,0.0,0.0,0.0,0.0,0.0,0.09598320382857242,0.0,0.0,0.0,0.0,0.0,0.0,0.09490682813546011,0.0,0.0
151,P40939,HADHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05552495697853656,0.0,0.001698059884130106,0.0,0.0
152,Q96G03,PGM2,0.0,0.0,0.02647021881171175,0.0,0.0,0.0,0.0,0.0,5.248090684142892e-05,0.0,0.0,0.0,0.0,0.0,0.0
153,Q15029,EFTUD2,0.0,0.0,0.0346634005428077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024784011436379825,0.0,0.0,0.0,0.0
154,P09211,GSTP1,0.0,0.0,0.0,0.02421958163881868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06328496171296148
155,Q9H4A4,RNPEP,0.0,0.0,0.02615626652190981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013862228782856312,0.0
156,Q9UPU5,USP24,0.0,0.0,0.030210580205587943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025280633786236205,0.0,0.0
157,Q96AE4,FUBP1,0.0,0.0,0.015274021955078251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029335174546752378,0.0,0.0,0.0,0.0
158,Q9BVA1,TUBB2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006665436248241013,0.0959292912079376,0.0,0.0,0.0
159,P25205,MCM3,0.0,0.0,0.0,0.0,0.07845895737906862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05547494644631551,0.0
160,O14980,XPO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005105821282189338,0.0,0.03480900528284885,0.0,0.0,0.0
161,P00491,PNP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03273319629127439,0.05522214874143288,0.0,0.0,0.0,0.0,0.0
162,Q9Y266,NUDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006195401771188469,0.0,0.0,0.0,0.0,0.0,0.0,0.012692176517198487
163,P07737,PFN1,0.0,0.0,0.0,0.0,0.0,0.0,0.005959871114141088,0.012005603859566831,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,P13489,RNH1,0.0,0.03691358129387324,0.04672797842284111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
