,Accession,Gene Symbol,Palbociclib,Panobinostat,Raltitrexed,Methotrexate,Vemurafenib,Fimepinostat,Olaparib,Bafetinib,SCIO-469,OTS964,SL-327,Abemaciclib,CCT137690,Belumosudil,Staurosporine
61,P11021,HSPA5,0.0,0.007602426989598707,0.0,0.0,0.0,0.0,0.0,0.025698625940735673,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,P17987,TCP1,0.041111791469117996,0.0,0.0,0.0,0.0,0.0,0.0,0.021857888892645096,0.0,0.026858780062512248,0.0027335918908013577,0.0,0.0,0.0,0.0
63,P22314,UBA1,0.011942705115204186,0.0,0.0,0.010705790037213062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016964244196970353,0.0
64,P12814,ACTN1,0.0,0.02594749202330708,0.0,0.0,0.0,0.0,0.01728656153918509,0.014190351450678002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,P68104,EEF1A1,0.020436062362213885,0.0,0.0,0.0,0.01865665924645085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Q5T4S7,UBR4,0.044495847701225034,0.0,0.0,0.022104398889605366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016383698193733816,0.0,0.006112598591873854,0.0
67,P13667,PDIA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01868753723357961,0.0,0.0,0.0,0.0
68,P49736,MCM2,0.06656799455940492,0.0,0.0,0.0007992373468648506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Q9Y520,PRRC2C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07006080614825136,0.03479986929481497,0.020542816106129527,0.03124847132458599,0.03657100488792183
70,O43491,EPB41L2,0.019382063242142138,0.00279081430966075,0.0,0.0,0.0,0.0,0.008821185865851882,0.0,0.0,0.0,0.0,0.007213683776933795,0.0,0.0026561022618036417,0.0
71,Q9UBT2,UBA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03616114846164951,0.0,0.0419857710588682,0.004509602708371075,0.0,0.00043685366477171604,0.0,0.0
72,P06744,GPI,0.11353648016334965,0.0,0.0,0.016201468477482724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01189657186259353,0.0,0.0,0.0
73,Q9BXJ9,NAA15,0.08683160530325369,0.03159286218367931,0.02631831161349142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,P50395,GDI2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06902310953223224,0.0,0.0,0.01671769193479856,0.0,0.0,0.0,0.0
75,P07195,LDHB,0.0,0.0,0.0,0.0,0.01142724765036316,0.0,0.0,0.029778228176952852,0.010337876059187475,0.020944564858108274,0.008387895864639054,0.0,0.0,0.0,0.0
76,P18669,PGAM1,0.016014183726844367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027389837570613862,0.0,0.0,0.0161669520545416,0.006046448444428547,0.01827043739606207
77,Q99460,PSMD1,0.0,0.004427016906573076,0.0,0.0,0.0,0.0,0.0,0.008722785057315385,0.0,0.009538707197280283,0.0,0.0,0.0,0.0,0.0019441231591081649
78,P53396,ACLY,0.04992922168525077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03433551207314201,0.0031168125767980503,0.0
79,Q02790,FKBP4,0.053033539053401885,0.04851099813857897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019733335170859564,0.019675364678512032,0.0
80,P05455,SSB,0.0,0.0,0.0054672990344895745,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.03225315487452513,0.0,0.0,0.0,0.0,0.0,0.0
81,Q14974,KPNB1,0.05136835882950366,0.0,0.0016468716128608951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,P33991,MCM4,0.0815517374177877,0.015818292669390003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,P22234,PAICS,0.04742799521433873,0.0,0.0,0.0,0.0,0.0,0.0,0.07241180915610064,0.0,0.01105096070143521,0.0,0.0,0.0,0.0,0.0
84,Q14152,EIF3A,0.018934609089700884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004024172731206099,0.0
85,Q12888,TP53BP1,0.007612396210485905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0106693691474927,0.0033501892220997326,0.010469966707873382,0.0021405530218234917
86,P40227,CCT6A,0.062317068570458434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014080272356761892,0.0,0.0,0.0,0.0,0.0
87,P41250,GARS1,0.03522184798107466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010325164111494431,0.0,0.026525326239103773,0.0,0.0,0.0
88,P55060,CSE1L,0.13992937548249584,0.024385417129527975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,P55786,NPEPPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03952328357823246,0.0,0.054403007035974164,0.004669515736460394,0.0,0.0,0.0,0.0
90,O15067,PFAS,0.023142503912570965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060767938856060785,0.0,0.014724972167222536,0.0,0.0
91,Q15029,EFTUD2,0.11439412451547681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037250852648404005,0.0,0.01434949537281361,0.0,0.0,0.003393874908909524
92,Q13200,PSMD2,0.02103727439416565,0.002278056374186989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030280464072782193,0.0,0.0,0.0,0.0,0.0
93,P25205,MCM3,0.0785231131277171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007495410804391369,0.0,0.057741376591834884,0.0
94,P09960,LTA4H,8.326672684688674e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.002228720780448501,0.0,0.07649178720360827,0.0,0.0,0.0,0.0,0.0017335912920329183
95,Q9NTJ3,SMC4,0.027761906872828063,0.0,0.0,0.008463175830436433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04818480518163283,0.0,0.0
96,Q13620,CUL4B,0.011970857321318331,0.0,0.011233120704936742,0.0,0.0,0.0,0.0010773070086492545,0.0,0.0,0.0,0.0,0.0,0.010597393033213463,0.008842146555407267,0.0
97,P26358,DNMT1,0.08666201612925722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017157554334366054,0.03891248866466358,0.03218872053142398,0.02433232166646863
98,O43175,PHGDH,0.11449584439215263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048404401544768286,0.0,0.0
99,P68032,ACTC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01683407826388477,0.0,0.0453873319669172,0.0,0.013392784812576082,0.012050623542435196,0.0,0.033127021290304946
100,O95347,SMC2,0.03169263333277107,0.0,0.0,0.0,0.0,0.0,0.0,0.020127402563151115,0.005019849727123858,0.0,0.0,0.0,0.0460330423461215,0.0,0.0
101,Q12906,ILF3,0.032726680630299994,0.011036861059345825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01754769499625303,0.0,0.0,0.0,0.0,0.0
102,P63104,YWHAZ,0.1237395933664277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03645971915590483,0.0,0.0,0.0,0.0,0.0
103,P60174,TPI1,0.0,0.0,0.0,0.0,0.015050209170793354,0.0,0.0,0.058890854777946616,0.014933838275157107,0.0015931861755223466,0.0,0.0,0.0,0.0,0.0
104,P60842,EIF4A1,0.09359673557936896,0.0,0.0,0.0,0.0,0.0,0.013523183398765239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,P23526,AHCY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06190477284617445,0.0,0.011289669725920416,0.0068107989970913035,0.0,0.0,0.0,0.0
106,Q15393,SF3B3,0.05841520578915013,0.010076476292565532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,Q9Y230,RUVBL2,0.005740849159640799,0.0,0.021500876389509482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016189858337146486,0.0,0.021758086343493126,0.0
108,Q9C0C9,UBE2O,0.05247845622976181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04417091187676983,0.0,0.03494388958827713,0.0192882015595573,0.0,0.00266716861614448
109,P35241,RDX,0.0,0.0,0.0,0.0,0.032254523714492285,0.05534155047328795,0.0,0.0,0.0040513467597825675,0.0,0.017516987850553525,0.0,0.0,0.0,0.0
110,P42704,LRPPRC,0.0027061111903825636,0.007776289291234902,0.0,0.0,0.0,0.0,0.0,0.0030018270205405574,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,P49915,GMPS,0.013121395632205176,0.0,0.0,0.016046953355212477,0.0,0.0,0.0,0.0,0.0,0.0,0.013426514526157595,0.0,0.02633975274071012,0.0,0.0
112,Q8NFC6,BOD1L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08230174915520333,0.018515602101223275,0.06248774180787479,0.03703085713594757
113,P41252,IARS1,0.004514371194855446,0.0,0.0,0.0,0.0,0.0,0.008050779822601498,0.0,0.0,0.0,0.0,0.0,0.004685461282271141,0.0,0.0
114,P09874,PARP1,0.0,0.0,0.0,0.004460607604031663,0.0,0.0,0.25433952761614914,0.0,0.0,0.0,0.0,0.0,0.0,0.023649873243502113,0.0
115,P15311,EZR,0.0,0.0,0.0,0.026358269315937977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04794041170304764,0.0,0.022072190784284747,0.0
116,P26639,TARS1,0.0,0.049177067052755034,0.0,0.0,0.0,0.0,0.0001535177890944206,0.0,0.0,0.0,0.0023354140979398585,0.0006524178906949234,0.0,0.0,0.0
117,Q04637,EIF4G1,0.003324555459410003,0.0,0.0,0.02718147429145246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,P00918,CA2,0.0,0.0,0.009585859652065537,0.0,0.013293459558256743,0.0,0.0,0.04555316953983366,0.0015296378762057472,0.009743244780371146,0.004950314954338387,0.0,0.0,0.0,0.0
119,P40926,MDH2,0.0,0.0,0.0,0.0,0.0,0.022904058343729286,0.0,0.06048403800042415,0.0,0.0,0.01166583556985355,0.0,0.0,0.0,0.0
120,P12277,CKB,0.022598896171679678,0.0,0.0,0.0,0.0,0.0,0.023183448434429106,0.0,0.0,0.0,0.0,0.0,0.009533965738467685,0.0,0.0
121,P07237,P4HB,0.0,0.0,0.0,0.0,0.0,0.007169125049446447,0.0,0.0,0.0034744266250997663,0.0,0.0,0.0,0.0,0.0,0.0
122,Q14247,CTTN,0.0,0.0,0.004581667945253113,0.0,0.009740456690846055,0.004386134455278249,0.0,0.0,0.0,0.0,0.09678213772028935,0.0,0.0,0.0910268041354548,0.0
123,Q16181,SEPTIN7,0.00877297352970603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05566059610059461,0.0,0.04382104674462133,0.01657618938969841
124,P46940,IQGAP1,0.031183055286139294,0.021836426354751692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Q9P2J5,LARS1,0.0473178106597855,0.0,0.0,0.0,0.0,0.0,0.0009111829001224869,0.002234514900849971,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Q9Y265,RUVBL1,0.05278727806337637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008603117134634804,0.0,0.004047913810180977,0.0,0.0,0.0
127,P23588,EIF4B,0.0,0.0,0.04043198782002212,0.010039328378433032,0.0,0.0,0.0,0.0,0.0,0.0,0.2208610502048738,0.07040460123573992,0.0,0.26012496366157406,0.0
128,P68371,TUBB4B,0.07254635154439767,0.01878017731946697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009616318084544311,0.0,0.0
129,O95757,HSPA4L,0.016210775295100264,0.0,0.0,0.0,0.0,0.0,0.014697358284552299,0.0,0.0,0.0,0.0,0.0,0.0,0.013810198728496509,0.0
130,P19338,NCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008207211318517125,0.0
131,Q5JSH3,WDR44,0.024988026662803583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039076526021535905,0.0,0.0021776047382633303,0.04488905159191482,0.0,0.029283586821673875
132,P31150,GDI1,0.0,0.0,0.0,0.0,0.0,0.01815448268513465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Q14315,FLNC,0.0,0.007282842797399748,0.0,0.0,0.0,0.0,0.006023734055124246,0.0,0.0,0.0007091927753989785,0.0,0.0,0.0,0.0,0.0
134,P00338,LDHA,0.0,0.0,0.0,0.0,0.0,0.002219387534252326,0.0,0.04718873022282147,0.0,0.011308314039642876,0.014831080574376914,0.0,0.0,0.0,0.0
135,P11216,PYGB,0.07258945727375939,0.01006159881645534,0.0,0.0,0.0,0.0,0.0009454298965813439,0.0,0.0,0.0018852767405611592,0.0,0.0,0.0,0.0,0.0
136,P07437,TUBB,0.04663415792553256,0.0,0.0,0.0067467967236106725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,P62258,YWHAE,0.01837833631053513,0.020730540423374494,0.0,0.0,0.0,0.0,0.0,0.0031343562356237337,0.0,0.03718541597560147,0.0,0.0,0.009917654560222302,0.0,0.0017755758907518418
138,P30622,CLIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023054908565474354,0.0,0.0462553473878572,0.002402571508903273
139,P12268,IMPDH2,0.03575219842917332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029746666397292953,0.0,0.04669962110754026,0.0,0.0
140,Q9C0C2,TNKS1BP1,0.03431162489615678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057988714174675444,0.05654660710329259,0.05494380193261353,0.05141810097347833
141,Q12931,TRAP1,0.1038846658189182,0.014125154055128935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006841748100214155,0.0,0.00012821088206953213,0.0033226815505994333
142,Q9NR09,BIRC6,0.07354440821095488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049545821644653446,0.0,0.014920910700893318,0.0
143,Q32MZ4,LRRFIP1,0.0,0.0,0.0,0.0,0.0,0.002370323702984444,0.0,0.0,0.0,0.0,0.009963219550853804,0.042857932602484314,0.0,0.039640578159295184,0.0
144,Q14203,DCTN1,0.018903874386419283,0.0,0.0,0.025162179854599294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005505109272462925,0.0,0.028141777975987197,0.0
145,P46060,RANGAP1,0.10013692191019419,0.05482064556949236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,P33992,MCM5,0.0,0.033251861748818584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003651971829709194,0.0,0.007145096058334162,0.0,0.0
147,P40222,TXLNA,0.030388642883896807,0.0,0.0,0.009216931838301308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07640587646651362,0.017669690645826366,0.06176158258001109,0.018841975053450886
148,Q9P2E9,RRBP1,0.0,0.0,0.0,0.0,0.0,0.01740541179413717,0.0,0.0,0.0,0.0,0.1103345608895366,0.019041479978794518,0.0,0.18501245641543393,0.0
149,Q13435,SF3B2,0.0,0.022769318951003596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008975515405821147,0.005704318207991527,0.0,0.01985239726776898,0.0
150,Q15019,SEPTIN2,0.052074284134401044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04561363590039714,0.0,0.0,0.02899441805573867,0.0,0.021410823292906007
151,Q16658,FSCN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05179558788675139,0.008285844265894828,0.011922271093474043,0.008003232544141738,0.0,0.0,0.0,0.0
152,P30101,PDIA3,0.016360456035900313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006095428609334652,0.079617938125293,0.0
