Accession,Gene Symbol,# PSMs,Abundances_Pool_0,Abundances_Pool_1,Abundances_Pool_2,Abundances_Pool_3,Abundances_Pool_4,Abundances_Pool_5,Abundances_Pool_6,Abundances_Pool_7,Abundances_Pool_8,Abundances_Pool_9,Abundances_Pool_10,Abundances_Pool_11,Abundances_Pool_12,Abundances_Pool_13,Abundances_Pool_14,Abundances_Pool_15,Abundances_Pool_16,Abundances_Pool_17
Q14493,SLBP,10,0.9207475250145587,0.9260945523849858,0.9143946212081105,0.9329239239769177,1.0,0.9451003229392767,0.9766001376462491,0.8986182434220975,0.9065593731801577,0.3592587617896706,0.40843249932599845,0.40583894776817525,0.4002368764032772,0.40843249932599845,0.4021042335249099,0.40241545971184867,0.3010594648321178,0.36029618241279987
O14920,IKBKB,5,1.0,0.7003062360801783,0.4902561247216035,0.5896436525612473,0.558184855233853,0.6685690423162584,0.7089365256124722,0.5477449888641426,0.5171213808463252,0.35552124936981117,0.2975197482441221,0.27760357014674686,0.3460872702710545,0.27620594361359774,0.29350157196131826,0.29979089136048936,0.19654123122409706,0.2742842071305177
P0C7T5,ATXN1L,1,,,,,,,,,,,,,,,,,,
P0DPB6,POLR1D,12,0.910065043892712,0.8761940325365367,0.8983989884006516,0.8668950027964886,0.9497972618729178,0.9170534056367483,0.9816393940130826,0.9029076088806749,0.9277613792768037,0.9902439024390243,1.0,0.8930731707317072,0.999219512195122,0.9644878048780489,0.9648780487804879,0.9422439024390242,0.9707317073170731,0.9937560975609756
Q5T2R2,PDSS1,8,,,,,,,,,,0.6597923875432526,0.8444290657439447,0.8925951557093426,0.8750173010380624,0.9432525951557094,0.9400692041522493,1.0,0.9861591695501731,0.8085813148788928
Q96JM3,CHAMP1,14,0.9095596985323284,0.9080523601745338,0.929710432368108,0.856088853629512,1.0,0.9021023403411345,0.8686235620785404,0.7410551368504562,0.9543831812772708,,,,,,,,,
Q02218,OGDH,53,0.6766124716803953,0.6367548771535773,0.9168293929383249,0.8911893922554507,0.6508999733518578,0.6645375860304962,0.6165844210712911,0.5815116711582423,0.9455465159149026,0.931761660660813,0.7305994011064306,0.7422219966502563,0.7858955489011826,1.0,0.7795767142059585,0.7267167436431,0.6532253971476425,0.9647261838298737
P08559,PDHA1,54,0.8025134732313908,0.7487680311463408,0.7649826148169623,0.7208502765722956,0.7457262908960942,0.8129457388025334,0.7425279461973202,0.6838193477435511,0.7303911014364354,0.8790162412993039,0.8964083526682133,0.83738283062645,1.0,0.8236658932714618,0.937800464037123,0.8405939675174015,0.7008259860788862,0.8454199535962877
P30041,PRDX6,236,0.8775534295919456,0.9187161902391787,0.917701598301356,1.0,0.9208937342566758,0.8641738972294939,0.9673129106824088,0.9135778244660231,0.9374510451413648,0.8786731012959652,0.8751271661410752,0.9305345525089489,0.8789379286547688,0.9319068397318403,0.9126294716007459,0.9027723909470944,0.9167016221568949,0.8454389874242852
Q53R41,FASTKD1,1,1.0,0.8975426080063414,0.8299643281807371,0.8850574712643677,0.8812921125644073,0.9175584621482361,0.8125247720967103,0.7154181529924692,0.9022988505747126,,,,,,,,,
Q6UUV7,CRTC3,3,,,,,,,,,,,,,,,,,,
Q9BUA3,SPINDOC,10,0.9409648615661335,0.9889509860602556,0.9804072717928952,0.8965118519946039,0.9717993190723967,0.9727628958694674,0.8996595361983682,0.9865741632941478,1.0,,,,,,,,,
Q9H7X3,ZNF696,4,,,,,,,,,,,,,,,,,,
O95155,UBE4B,85,0.9948031220195808,0.9899825473136489,0.9707586403773414,0.9183681413862234,1.0,0.9720432619005911,0.9586196157813808,0.9890482771149217,0.9882567426410003,0.8446861401775073,0.8498047805770486,0.841408737331758,0.9115353382971736,0.846392353644021,0.8747351370553889,0.8548865962255137,0.8503080521750849,0.8952342484876038
O75808,CAPN15,5,0.8846220227821884,0.8778909216430791,0.8944597859855022,0.8740075940628236,1.0,0.9275975146703489,0.93570935450466,0.9454608215395236,0.9049879185364172,,,,,,,,,
O14965,AURKA,6,0.9932615910690941,0.8577893995775923,0.906165141305441,0.847530926279795,0.8403902242783869,1.0,0.8397867846726341,0.8813235442019512,0.8152469073720207,,,,,,,,,
Q9NSE2,CISH,1,0.8468183126979557,0.8715807659084365,0.9478836740570112,0.9614166426720414,0.9660236107112006,1.0,0.9116038007486323,0.8534408292542469,0.9478836740570112,,,,,,,,,
P62979,RPS27A,292,0.8728135389344605,0.9344094165167723,0.704596881827615,0.9112588706788215,0.8615710034842299,0.8032004054106732,1.0,0.6857306209428767,0.8702620876050885,0.8742734420338625,0.8380434564615575,0.9503458216132558,0.7618063416440958,0.7533773886296017,0.6576073812983283,0.7247566021490225,0.939445840027737,0.8520694853028006
A6NDU8,C5orf51,10,0.8971143677292642,0.8650853603263333,0.9927481492672611,0.9847408974165281,0.9882157425592991,0.9537694515787883,1.0,0.9073878229339781,0.974165281764617,0.21056052668593303,0.2405921793974167,0.23618572922530284,0.2525912821737883,0.22127159018122516,0.24682900117948556,0.21727188925576799,0.1994427139439842,0.2413378863496206
P63244,RACK1,173,0.6292954033383753,0.6105291215487518,0.6478024303282504,0.6171220145568839,0.6576150072461094,0.6515174502240892,0.6266188509923676,0.6542809036202922,0.6315417954859177,0.8287280577174345,0.9794012384252685,0.940487416917571,1.0,0.900005680849855,0.9296710787933875,0.9046639777310685,0.873021644037948,0.9276998238936544
P28331,NDUFS1,25,0.9432271780631724,0.9596060395695938,0.9172379382158974,0.9297986810135369,0.964790871225269,1.0,0.9458304408191599,0.8055362721277334,0.9009024644220756,0.7928690208062755,0.7731124644823261,0.7416940519949343,0.8207202772907322,0.7990429446575098,0.8411628251537074,0.8194854925204851,0.6600610588508379,0.7471819843071426
Q9Y5Q9,GTF3C3,9,0.947430870821296,0.9488753611225752,0.938454395377631,0.9380416838629797,1.0,0.9997936442426744,0.9458316137020223,0.8546739579034255,0.9574907139909203,,,,,,,,,
Q14964,RAB39A,2,,,,,,,,,,,,,,,,,,
O43822,CFAP410,3,,,,,,,,,,,,,,,,,,
Q8NHH9,ATL2,10,1.0,0.9427990708478513,0.920876887340302,0.9284262485481998,0.937862950058072,0.981416957026713,0.929732868757259,0.8760162601626016,0.9677700348432057,,,,,,,,,
Q9UMR2,DDX19B,90,0.9153855227460385,0.9468013997562221,0.9672079581645892,0.9441670270907876,0.9398419376400738,0.9595407541383241,1.0,0.9079935516848189,0.9860024377776901,0.5641656719684681,0.5178963530904112,0.5773664286512566,0.568699265172658,0.4792274698782023,0.553631734817556,0.4824276533164541,0.3508201094183502,0.512829395979846
O94953,KDM4B,1,,,,,,,,,,,,,,,,,,
P02750,LRG1,1,,,,,,,,,,,,,,,,,,
Q96NC0,ZMAT2,9,0.7541513329144601,0.8328097417945727,0.8431618945037848,0.8580318942045897,0.9166442270292912,0.8291296412649971,0.827902941088472,0.793315980013763,1.0,,,,,,,,,
O14818,PSMA7,196,0.9352019908521975,0.92058414137695,0.9754779359073706,0.9441231245767632,0.9081000440910035,0.9494904446206919,0.9348176958609853,0.9663353750688207,0.9277905874502504,1.0,0.9570425331686911,0.9681069231313203,0.9193833533696345,0.9742320475649094,0.9459019871296231,0.9940598260377624,0.9533598429008939,0.9418657150783591
P05408,SCG5,1,,,,,,,,,,,,,,,,,,
O15143,ARPC1B,106,0.8961081715186376,0.9227458209380058,0.8823508779188701,0.9131978286830387,0.8588064272149992,0.8682268648837602,0.8914125683139265,0.8593007012365477,0.8702013035827417,0.9497111960175975,0.9700122704282678,0.9940742809828313,1.0,0.8991131373390129,0.9834598617332228,0.9120619307469,0.9309065152981314,0.9749004898195349
Q9Y618,NCOR2,19,0.5174500734538231,0.4683607196736003,0.5232174019034121,0.4957219988297901,0.5297894738575949,0.5301918456098919,0.5187913126281462,0.4853944571875028,0.5010869555270822,0.9779168634860652,0.8821445441662732,0.9344591402928673,0.8852149267831839,0.9273736419461502,0.985947094945678,0.9532357109116676,1.0,0.9540623523854512
Q9H000,MKRN2,1,0.9229126213592234,0.8761165048543689,1.0,0.9025242718446603,0.8264077669902913,0.9013592233009708,0.9060194174757283,0.834757281553398,0.9553398058252427,,,,,,,,,
Q12756,KIF1A,6,1.0,0.8358179484648041,0.6546549511304176,0.733142462237141,0.6928620791785961,0.7537762859117386,0.6287886267153717,0.6743015105143647,0.7015500049363215,,,,,,,,,
Q9BRQ3,NUDT22,8,0.8159673511031755,0.8117587042469071,0.8046167580665731,0.841410534370616,0.8386685371763805,0.8181354419079199,0.8548016834587425,1.0,0.9079199081749776,,,,,,,,,
Q14203,DCTN1,96,0.9245091354382646,0.9230804911196768,0.9186878736855778,0.8719044107074109,0.953903028447648,1.0,0.9481049589728603,0.8729851708575113,0.9532675600332114,0.6392348040416694,0.7154212033663346,0.6933337925647775,0.7976314420005157,0.6704374249254914,0.7220517603041468,0.7067971456498339,0.5985558316301681,0.7054103624994418
Q96CT7,CCDC124,50,0.5695747771431787,0.5563688593289857,0.5861273506486531,0.5217313343341239,0.5487358822015705,0.5755380405239718,0.5228589332279467,0.5468782353059779,0.54968277614446,1.0,0.8845204841713222,0.7731378026070764,0.8488128491620112,0.7220903165735568,0.804306331471136,0.736475791433892,0.7696229050279331,0.880633147113594
Q8NEF9,SRFBP1,1,,,,,,,,,,,,,,,,,,
Q96EV8,DTNBP1,16,0.5946391220504533,0.5842910107993261,0.5596064537523663,0.5302868052075056,0.5778773376801378,0.5747333802687711,0.5533544698714769,0.5823148089978956,0.5933276426731403,1.0,0.514667872835358,0.47951667097441203,0.5489790643577153,0.48578444042388214,0.5173817523907988,0.47861204445593186,0.5120832256397002,0.5248126130783148
P62273,RPS29,23,0.5085825987110824,0.48968940286950946,0.4915061552890343,0.4288359167265629,0.477579435608485,0.49423385722203167,0.47544874013629457,0.519781616458634,0.46729651398182687,1.0,0.8608868854177587,0.7491875458643463,0.8724184925044555,0.7433693259251495,0.8807526994443862,0.9604256211342908,0.8151273718419121,0.6919488415976518
Q14166,TTLL12,116,0.9106940319396692,0.9163077774370757,0.9290748798207815,0.9082317653502128,0.9801210567001694,0.9835560019649191,0.9721395333989062,0.7614184251833849,0.920037305386343,0.8789085839474209,0.9467095342418984,0.9392409024952344,1.0,0.9976669417019944,0.9392693544256978,0.9498676985233448,0.7917887728682392,0.9726861467550574
Q00013,MPP1,31,0.9644363454671036,0.9518127176804269,0.9316354872367628,0.9159992358222993,1.0,0.9845254015606859,0.9698737637221332,0.9239496230546533,0.9002601143327407,0.8914055289284504,0.707136186945021,0.6739525278308205,0.76094752604913,0.6798165840152426,0.6781608505043469,0.6566363148627035,0.5465990252844294,0.6962359413316246
P33240,CSTF2,52,0.8300600815369719,0.792614699508292,0.8148976802678671,0.8267491506065779,0.7981767864060038,0.8056298443162627,0.7634327915381056,0.8389608059000598,0.8412604483035968,1.0,0.7836658783551075,0.7373774481666016,0.7820356806649369,0.6911349390397906,0.8134916079259751,0.784171010033752,0.8189102932059789,0.8880444515877206
O43447,PPIH,78,0.9711641094062707,0.9647876362019122,0.9666555481432066,0.9882310429175005,0.9623304425172339,0.9290749388481211,0.9361018456748943,1.0,0.9991383144318434,0.9248561285591196,0.9057284440434837,0.8685751209637647,0.9316600644339198,0.8846554088481517,0.9351099474126917,0.9777064191922513,0.9577066809236482,0.9297722118038695
Q9HAU5,UPF2,5,0.9251379668879469,1.0,0.9121010957370232,0.9291370071182916,0.9304166999920019,0.9673678317203872,0.9502519395345117,0.8171638806686395,0.8876269695273135,,,,,,,,,
Q9NQR4,NIT2,74,0.9383473164004138,0.9557706010803356,0.9384944259280542,1.0,0.9604413285829214,0.951384898287553,0.9552281346971612,0.9839374784507526,0.9888840363176646,0.8830072697890556,0.9417180223003853,0.8891884226768018,0.9104552605826602,0.8635458181226873,0.916361015569467,0.9565385093398157,0.9682276202463452,0.9312529020646966
P0DP25,CALM3,135,0.6608171738967328,0.7044431667097099,0.5540021041311819,0.7549643647888926,0.779034546885549,0.5816411125822177,0.7423498243528628,0.5650286138184898,0.700047594576225,0.774775199185005,0.8367124610610245,0.9368614449672293,0.7411919890234783,0.9049035137824833,0.9051508388441675,0.9145963007237201,0.9695436852611928,1.0
P51858,HDGF,184,0.9320149401642956,0.9642659903439278,0.958966503936129,1.0,0.9645411633854365,0.9378397569240656,0.9789406030330611,0.9848039055329023,0.9716032966884943,0.787749208213786,0.899009706785144,0.9098260132137087,0.8414517989280378,0.9320558707136944,0.8326496485709005,0.888391108928008,0.9423737867851165,0.8887782882137221
Q9Y2K2,SIK3,1,,,,,,,,,,,,,,,,,,
P62491,RAB11A,93,0.7265582098035656,0.8193439374961826,0.7999537312446297,0.8711947853244096,0.8476392755077082,0.7526990804538074,0.9211066125274816,0.7563616749679898,0.8755755356256866,1.0,0.9040084388185655,0.8860759493670887,0.8575949367088608,0.8481012658227849,0.8945147679324895,0.8132911392405063,0.8776371308016879,0.9493670886075949
Q8IYA6,CKAP2L,1,0.798196474928269,1.0,0.874026506353327,0.8442410165323132,0.9558682880174888,0.7996994124880448,0.9331875939335975,0.7204536138816778,0.89506763219019,,,,,,,,,
P11279,LAMP1,8,0.9350608210846428,0.9169412062848454,0.9123796249366447,1.0,0.9433603649265079,0.9125696908261531,0.9013558033451596,0.9353142422706537,0.951343132285859,,,,,,,,,
P40337,VHL,2,1.0,0.9053143712574852,0.9109281437125749,0.845059880239521,0.9865269461077846,0.9857784431137725,0.8566616766467067,0.751122754491018,0.7975299401197605,,,,,,,,,
Q9NSC5,HOMER3,4,0.9402212078651683,1.0,0.7499122191011235,0.8896594101123594,0.8675386235955055,0.7761587078651686,0.7183988764044943,0.720066713483146,0.7549157303370786,,,,,,,,,
Q9NNW5,WDR6,23,0.8981676890637508,0.8975865901001171,0.8415545627582189,0.8236813673616047,0.9330688450007848,0.8708736468324679,0.8751702573514569,0.8733565242225395,0.8500421294391728,1.0,0.6541544080348989,0.6393425991681039,0.6392411484224408,0.5744141219437963,0.6066754590646241,0.6369077812721923,0.5888201278279395,0.6317337932433804
P63279,UBE2I,62,0.9403859082170614,0.9292934058287236,0.9618042860344156,0.9627655182987956,0.9942561949355442,0.9658261290056257,0.9741233915576678,1.0,0.9841367190724991,0.7525922045296831,0.8140846000114803,0.819651201895771,0.8770366822096025,0.8292876082687984,0.9118588695524428,0.8930190147307215,0.8872297487710592,0.8418928689801144
Q9HCK8,CHD8,2,,,,,,,,,,,,,,,,,,
P00367,GLUD1,69,0.6929483899670541,0.6838097446200004,0.6575643975118066,0.8158695183169702,0.7111018088164031,0.6827506403473157,0.8346701675551821,0.7754996841101955,0.7583867887568175,0.8922706829829516,0.8975002614789248,0.8494927308858906,1.0,0.8855768225081059,0.8559251124359376,0.8057211588745947,0.862305198201025,0.8926367534776697
P10253,GAA,51,0.9375426093586169,0.9082596664629236,0.8327225437113379,0.9309525904384847,0.8661068042643839,0.8355058575846642,0.8692079896385637,0.8621682988391755,0.8951028875129655,1.0,0.8669082203746239,0.8479505677590502,0.8489534469929798,0.8769693636569507,0.8676846430073437,0.9047911746627416,0.8964122804179743,0.8635437222995052
Q99873,PRMT1,129,0.8672505105749593,0.8849581347764048,0.9536232552951719,0.9087657355164019,1.0,0.9235695247325973,0.9647885969669348,0.8656197476163554,0.9123772600874613,0.639354928756931,0.7099399472362109,0.7180068064909857,0.788005963683606,0.708182363376232,0.6961496738732997,0.7059403172984384,0.6058481697852824,0.709827281604161
P63000,RAC1,68,0.9420483229579986,0.9849816481252215,0.8978988306421625,0.9794520248308084,0.8757759627625367,0.875819709782271,1.0,0.8742623158797307,0.9123615953663157,0.88176984271837,0.9071257693372409,0.919424063751326,0.8619377263024359,0.9039693063641341,0.9310970211613053,0.9118157968680362,0.8946190292551203,0.8862960915099946
Q9NSP4,CENPM,2,0.8559712967708868,0.9436186570989236,0.8608405945668887,0.8513582778062533,0.9495130702203998,1.0,0.9951307022039979,0.6929779600205023,0.9010763710917479,,,,,,,,,
Q96JA4,MS4A14,1,0.9771199771199772,1.0,0.8338338338338339,0.9452309452309453,0.9992849992849994,0.9392249392249392,0.9152009152009153,0.967967967967968,0.9202059202059203,,,,,,,,,
P11498,PC,10,1.0,0.9138142747505758,0.8337682271680738,0.8814274750575595,0.8864927091327705,0.936838066001535,0.8538756715272448,0.8756715272448197,0.8899462778204144,,,,,,,,,
Q15714,TSC22D1,21,0.884873214806179,0.9721169726998932,0.8717575051005538,1.0,0.9517147576022541,0.8612649373360537,0.971631205673759,0.9608471776935782,0.9396677353541242,0.5430824128944596,0.6353235097410377,0.6948138351229879,0.6479677949267484,0.6326288260129352,0.7107746541279014,0.6150097400984204,0.781250997785961,0.8380466394398091
Q8N6Q8,METTL25,1,,,,,,,,,,,,,,,,,,
Q8WUZ0,BCL7C,7,,,,,,,,,,,,,,,,,,
Q9Y678,COPG1,34,0.9593185663138843,0.9443548281334015,0.9962361149361975,0.9165256849090504,0.9997114791937153,0.9962098857719898,0.9641053887817863,0.9443417135512976,1.0,0.753415266306065,0.7661642392471374,0.7332293924827006,0.8762467171421662,0.7096928270530284,0.7539056114191833,0.7312680120302277,0.6710372873022129,0.8074349529345832
Q9Y4X5,ARIH1,106,0.9245579099026345,0.9539143441833148,0.9643987849978434,0.9808572923071276,0.9999128208422424,0.9453891402299693,0.9869185379596406,0.9731901148011856,1.0,0.9689246627052821,0.8982916453981797,0.9119618045620933,0.89076147297738,0.8877262342477654,0.8947235021587855,0.8839843177986602,0.9472609358946733,0.9208010684960476
Q9UBQ5,EIF3K,39,0.957464081873647,0.9656563668569179,0.9295824312799319,1.0,0.9146411467558879,0.9275651118546218,0.9477137046513152,0.9650823328741062,0.9419979662796039,0.8558232139686398,0.8230808716569893,0.8250161850143727,0.9037123455161387,0.8317107893832808,0.8657367579013592,0.7939524308188199,0.870654033676752,0.8800541271269001
Q7L592,NDUFAF7,2,0.9420903954802261,0.9130812690134724,0.9330725771403738,1.0,0.9605606258148631,0.9483920034767493,0.9458930899608866,0.9243807040417209,0.9721860060843113,,,,,,,,,
Q8N434,SVOPL,3,1.0,0.9204309764309764,0.8975353535353535,0.8888619528619528,0.7973602693602693,0.7890101010101009,0.8538989898989899,0.8738855218855219,0.84603367003367,,,,,,,,,
Q9BWF3,RBM4,23,0.9959928122192273,0.9799101527403414,0.9177358490566038,0.9208805031446541,1.0,0.9756873315363881,0.9485175202156335,0.8532973944294701,0.9786702605570531,,,,,,,,,
Q14643,ITPR1,1,,,,,,,,,,,,,,,,,,
Q9UHA2,SS18L2,1,,,,,,,,,,,,,,,,,,
P28070,PSMB4,94,1.0,0.9002740524781341,0.9271778425655977,0.9475568513119533,0.8878600583090377,0.9813002915451894,0.8872536443148686,0.9531836734693877,0.9145947521865888,0.9775983785131557,0.919752615430042,0.9356963227397719,0.9372109749341963,0.9415157759078232,0.9680819782126606,0.9499659407819802,0.9222139252459816,0.9228516735383707
O75530,EED,20,0.9696629663767882,0.9364004328136896,0.9721275998877889,0.9275437823107441,0.994309301486795,1.0,0.949004127760189,0.876387608704364,0.9828677914479221,,,,,,,,,
Q8N999,C12orf29,8,0.24202051713219697,0.23417517874128332,0.2443496019669995,0.25272613514479797,0.24103984983333276,0.2573434436769503,0.2153381943755999,0.2162371393995588,0.2843117943957161,0.6237527220723502,0.9568368706731238,0.8765560503136477,0.8155166249553092,0.8422010595768191,0.9179315500373776,0.9185165924529528,0.9258296226476419,1.0
P07195,LDHB,502,0.8391001062752251,0.8767485933674459,0.8834424012585353,0.9369579822659417,0.8789561333302524,0.8638906163251343,0.9081012135035044,0.9212069247951087,0.9083389814324233,0.7910255066387143,0.9325698812019567,0.9876450034940603,0.9112980433263452,0.9976450034940602,0.9334958071278827,0.9662403913347309,1.0,0.9426240391334733
Q8N9N8,EIF1AD,26,0.6368639561062606,0.7056446925712434,0.6921168630756409,0.6461250967630601,0.7482687713722606,0.6478374802435162,0.724124164297831,0.7485113590319917,0.7069575199062597,1.0,0.8389090552339842,0.8209065044638478,0.8165898165407633,0.7432061218483274,0.9312273128617681,0.8955655842244679,0.8842833316982244,0.7822034729716473
Q14152,EIF3A,207,0.9633338932502544,0.947236809994834,0.9495028888543783,0.9250894546514835,0.9614576433413728,1.0,0.9269403498318664,0.7009916868183936,0.9202371934851025,0.7697373909343115,0.8146307642942004,0.7581716964376992,0.9632524134033077,0.7444941490230178,0.8040385020020107,0.7583036872450786,0.521429684551978,0.8104235573089849
Q9NR12,PDLIM7,21,0.44816030145082486,0.43062108252906856,0.4122941741347783,0.41688027728597604,0.4380953804128909,0.4185781857045493,0.4129943425548085,0.37921121628835175,0.4214663804371738,1.0,0.8817564588660612,0.8232960056432413,0.9038885459835991,0.8552155894541927,0.8452517414690063,0.8709108544220087,0.8456926196984392,0.8320253945860153
Q9C0I1,MTMR12,1,,,,,,,,,,,,,,,,,,
P54105,CLNS1A,176,0.8802092789427203,0.8963899636711494,0.8740232457861858,0.9206609907637932,0.9096915991480171,0.8670883269861818,0.8815739150041538,0.8937272591610347,0.9203115107968405,1.0,0.8613608586744758,0.848570287636588,0.8458355013976451,0.856804898413582,0.8642832076864435,0.8620264039981123,0.9015960986943211,0.9073016372414963
Q9UHN1,POLG2,3,1.0,0.9103168273762053,0.9190893931704489,0.9137968534764013,0.9915174363807728,0.9830348727615459,0.9444645834843763,0.9609222069165521,0.965634742260567,,,,,,,,,
Q9Y6M9,NDUFB9,1,,,,,,,,,,,,,,,,,,
O75925,PIAS1,1,,,,,,,,,,,,,,,,,,
Q495T6,MMEL1,1,1.0,0.923583221775993,0.965305667112896,0.9330655957161982,0.780008924587238,0.8246318607764392,0.7585899152164213,0.8423694779116466,0.8809683177153057,,,,,,,,,
P42785,PRCP,49,0.6773824865994531,0.6617850518680244,0.7319500885877847,0.7766034052363191,0.6123801643453509,0.6231323499159653,0.6473221652752181,0.6279932121245588,0.7297382401523969,1.0,0.7477563673242886,0.7460915823111809,0.7289079393023211,0.7577068064830939,0.755697583191412,0.7470292198472991,0.7638684245775847,0.7901796819686561
Q92636,NSMAF,55,0.936798482731623,0.9621222858916989,0.969492646512915,0.9723543982559514,0.9982384028185556,0.9537867589986568,0.9610491289880603,0.9683924919513232,1.0,0.9278697605599513,0.8896415537144995,0.9044234302460543,0.9043552062005241,0.9626640237803804,0.8596684563782082,0.9191370827320788,0.9894533323252597,0.9622546795071989
Q8N2A8,PLD6,2,1.0,0.9249045727194827,0.7072524733193113,0.9442237282854249,0.8410064656851288,0.8572096284178546,0.8456804549349536,0.7617823479005997,0.8202851133442393,,,,,,,,,
P0CV99,TSPY4,1,0.8281824871228844,0.9398454746136865,0.8370125091979396,0.9396615158204561,0.8524650478292861,0.9639440765268579,1.0,0.6471670345842531,0.7917586460632817,,,,,,,,,
Q9UPW6,SATB2,2,,,,,,,,,,,,,,,,,,
P51610,HCFC1,137,0.8427599236436736,0.8089486021570214,0.7926150427356868,0.774830559681889,0.8140935133463999,0.8286054168100644,0.7938552623847595,0.794255333239299,0.790430655869901,1.0,0.9312907904278465,0.9088673857868022,0.9726704133430021,0.8585705221174764,0.9329790609137056,0.9532043147208124,0.869810551124003,0.9049243110949964
P30622,CLIP1,196,0.7303448024064841,0.7760025032998383,0.7799013277756183,0.7785439981241129,0.7787906263211005,0.7580231328258396,0.7757681190558927,0.7768595800127733,0.7922974556624972,0.8272383461884478,0.9539731470940619,0.9455054000008527,0.9014441218229959,0.9593582249282628,0.9062280151958966,0.9566806090297053,1.0,0.9649650161808158
A0A1W2PR19,GSTT4,1,,,,,,,,,,,,,,,,,,
P07602,PSAP,65,0.7787306020843563,0.8279467423587066,0.7047944350298047,0.7728342188849726,0.8553139217651292,0.7705254241132307,0.839853953325901,0.8326290179626056,0.7607379255873337,0.7709113363260345,0.9385744810146432,0.8645639346833159,0.9003979377805655,0.8716503636327995,0.8691215964558053,0.8343657499068866,1.0,0.8613490678846568
Q16643,DBN1,7,1.0,0.9743066505889993,0.9298302569334943,0.9340970225396532,0.9622020220758744,0.9972637046656156,0.9348854466190522,0.972590668769131,0.9721732677859197,,,,,,,,,
O75340,PDCD6,27,0.6570305376009031,0.6636209745366839,0.6639812235010192,0.6337203104968556,0.6561828929789378,0.6383505692443414,0.670253793703563,0.6453224462600066,0.621673161307173,0.9285116917003979,1.0,0.9037232796975879,0.86588833506172,0.8848894389990967,0.8799049944803131,0.9590539591208643,0.9637038771618773,0.9909677851001907
Q9Y478,PRKAB1,5,0.9394523717701504,0.9302930967990745,0.9129386810644041,0.8948129579637485,0.9727150019282683,0.9457192441187813,0.9848630929425375,1.0,0.9305823370613189,,,,,,,,,
P56962,STX17,5,,,,,,,,,,,,,,,,,,
Q9BU76,MMTAG2,8,0.9833633569990462,1.0,0.9269365264384867,0.8662710607184486,0.9795485853555155,0.9668326798770794,0.8942460527710077,0.9598389318639396,0.9716541273709866,,,,,,,,,
P54136,RARS1,135,0.9462370785431359,0.8971452033619941,0.9063810259878273,0.8748478407883294,0.9443000676263162,1.0,0.9117766399381702,0.7263066370398995,0.8704231475219786,0.7893564145966896,0.7531088911186231,0.7100365714828171,0.9457007107497994,0.7301427155590354,0.7646840399976671,0.7111167550473514,0.5371703767176254,0.732192609369004
Q96S55,WRNIP1,10,0.9358782774079608,0.9824752071729386,0.9360141285151475,0.9555766879500068,0.9911696780328759,1.0,0.999456595571254,0.8585789974188289,0.9938867001766064,,,,,,,,,
Q9H4A3,WNK1,72,0.8393664871973068,0.8139982600929325,0.8062264910956386,0.780588142923831,0.8115440172516817,0.8373444380639494,0.7830192325307304,0.8046057646910391,0.8151404863209359,1.0,0.742837612030989,0.7187604435667628,0.766671730214188,0.7617043900957011,0.7596080814218441,0.7266595777001367,0.747804952149476,0.7819383259911894
Q86VX2,COMMD7,8,0.8503252453133576,0.8791203784198675,0.776723892157494,0.905681406371562,0.8797409631850939,0.837292965243601,0.8694392560823341,0.8189236561928963,0.9265330544831725,1.0,0.8492922564529558,0.86356607588914,0.8136077078624955,0.872487213036755,0.8216962055429997,0.7901748542880931,0.896514809087665,0.896752706078268
Q00526,CDK3,14,0.7508702541308787,0.7756872838067598,0.753429510316204,0.772119835790852,0.7600215338238598,0.6991422579002139,0.7331881204868134,0.6888276799411759,0.7298533321241168,1.0,0.7614963503649634,0.7536496350364963,0.801094890510949,0.8124087591240875,0.7943430656934307,0.8582116788321168,0.8069343065693431,0.7049270072992702
Q8N9T2,NKAPP1,2,0.9480015907735136,0.9313978922250946,0.9388546430701928,0.8966991449592366,0.9582421952674488,0.8934181745873931,1.0,0.9065420560747665,0.9856830383774111,,,,,,,,,
P15391,CD19,4,0.9282246424353758,0.9257315312951055,0.9406901981367275,0.9916021519485632,0.8833486419105104,0.9388531688754757,0.851987928093426,0.9186458470017058,1.0,,,,,,,,,
Q96G03,PGM2,237,0.9338287931208701,0.9320369972404352,0.9466944283544938,1.0,0.9413033856260682,0.917291328362606,0.9407099155052252,0.9641043084222946,0.9893004595479663,0.9884643057232899,0.9469773335645604,0.952288604842843,0.9030864716968435,0.9587734285774814,0.9126982448797082,0.9561613279488179,0.9783225411085226,0.940503866789177
Q86UE4,MTDH,2,0.8379209165851614,0.9592007824507475,0.9789017744865167,1.0,0.9256671789856085,0.9069442503842392,0.8254855386335056,0.9072236970797819,0.9772250943132597,,,,,,,,,
Q6P587,FAHD1,31,0.9073496402103869,0.9482375667484114,0.8896800117144197,0.9195924586671329,0.9493992940472268,0.8927021274847644,0.9079751856789798,0.9177726900312265,0.9705622284067645,1.0,0.940058008378988,0.9169191105381886,0.8866258459555267,0.9173702868192072,0.8881727360618755,0.9000966806316467,0.9863358040605865,0.9659039639058974
