Accession,logFC,-logPval,-logAdjPval,"Abundances (Normalized): F9: 126, Sample","Abundances (Normalized): F9: 127N, Sample","Abundances (Normalized): F9: 127C, Sample","Abundances (Normalized): F9: 128N, Sample","Abundances (Normalized): F9: 128C, Sample","Abundances (Normalized): F9: 129N, Sample","Abundances (Normalized): F9: 129C, Sample","Abundances (Normalized): F9: 130N, Sample","Abundances (Normalized): F9: 130C, Sample","Abundances (Normalized): F9: 131N, Sample"
P13716,-0.0103,0.1804,0.0533,3500.7,3515.3,3521.3,3524.4,3702.6,3526.5,3526.6,3483.5,3547.2,3551.2
Q7Z4G4,-0.0203,0.1798,0.0533,4901.5,5140.0,4604.8,5046.7,5125.7,4687.2,5018.3,5091.3,5147.3,4538.3
Q8TCA0,-0.0144,0.1807,0.0533,2023.9,1942.5,1970.9,1954.0,2122.3,1910.9,1974.8,1984.5,1975.0,2066.9
Q96ED9,0.0425,0.18,0.0533,45.8,48.6,38.8,43.6,51.5,47.1,41.3,56.5,47.0,43.5
Q9HBM1,-0.0142,0.1797,0.0533,2763.5,2725.1,2702.6,2878.0,2829.9,2642.4,2846.1,2647.9,2798.8,2831.8
Q04323,-0.015,0.1808,0.0533,7488.8,7968.8,7853.5,7766.3,7495.9,7161.2,7902.9,7607.9,7638.8,7876.2
Q13247,0.0262,0.1798,0.0533,1426.4,1553.8,1577.0,1466.2,1649.0,1686.9,1630.0,1621.4,1404.3,1478.0
P49023,0.0173,0.18,0.0533,9886.4,10114.3,9666.1,10406.8,9796.9,9297.3,10151.9,10102.2,10248.2,10706.3
Q9BPX3,-0.0132,0.1804,0.0533,7723.2,7589.6,7228.2,7465.9,7764.5,7448.5,7459.3,7198.8,7790.9,7528.7
O75494,0.0135,0.1794,0.0531,1570.4,1661.1,1618.8,1576.6,1671.4,1600.9,1623.1,1576.7,1680.9,1693.4
P28161,-0.0159,0.1785,0.0529,8537.1,7980.5,7817.3,8029.3,8387.6,7552.8,8211.0,8355.9,8175.5,8011.7
Q12979,-0.0156,0.1791,0.0529,1537.2,1566.5,1468.9,1511.3,1518.1,1523.2,1467.5,1453.0,1622.0,1459.3
Q96ER3,-0.0168,0.1779,0.0529,8807.0,8540.2,8359.4,8442.5,8626.6,7768.5,8548.6,8538.4,8437.0,9029.5
O94915,0.0117,0.1779,0.0529,2189.6,2210.9,2264.3,2267.6,2269.9,2314.9,2202.3,2176.4,2306.8,2295.4
Q96R06,0.0207,0.1786,0.0529,372.1,354.4,422.8,389.3,393.4,383.8,406.3,406.2,381.0,380.2
Q6ZMK1,-0.0496,0.178,0.0529,46.1,56.8,49.1,40.4,61.0,50.2,52.7,42.0,46.0,52.2
P21283,-0.0116,0.179,0.0529,18874.7,18468.9,18690.2,18159.6,18263.9,18414.3,17935.6,18146.4,17998.4,19241.5
P41223,-0.0166,0.1784,0.0529,2671.4,2562.9,2503.4,2412.0,2558.9,2509.6,2381.4,2436.9,2636.6,2600.6
Q13356,-0.0172,0.1784,0.0529,600.3,623.8,570.1,583.8,610.9,618.6,562.9,564.9,587.4,620.8
Q06330,-0.0167,0.1787,0.0529,8974.1,9394.1,8958.0,9248.6,9436.0,8500.6,9273.1,9347.8,9640.5,8755.9
Q02218,0.0119,0.178,0.0529,2563.4,2522.0,2485.5,2561.7,2675.2,2646.9,2507.3,2567.3,2614.3,2575.9
Q14571,-0.0304,0.1774,0.0525,1000.3,886.3,856.3,878.1,796.0,810.3,806.4,827.7,954.9,924.6
Q68D10,-0.0383,0.1772,0.0525,134.5,157.5,132.8,156.9,141.6,149.3,161.0,116.6,144.2,135.4
P80303,-0.0127,0.1773,0.0525,8858.1,8618.6,9028.7,8680.7,9262.5,8523.4,8802.0,8673.2,9022.4,9034.3
Q9Y2X3,-0.015,0.1769,0.0524,2178.4,2125.4,1995.3,2086.9,2159.4,2061.2,2140.5,2069.8,2177.8,1987.5
Q7Z2W4,-0.0194,0.1766,0.0524,4112.9,4221.5,4002.5,4223.9,4220.7,4135.8,4128.7,4026.4,4496.3,3746.8
Q9H2J4,-0.0183,0.1766,0.0524,10039.5,9525.3,9468.4,9878.2,9917.8,8772.3,9488.8,9778.1,10073.5,10155.1
Q9C0D3,0.0155,0.1766,0.0524,6437.4,6285.2,6421.9,6181.7,6642.0,6036.9,6373.2,6644.2,6496.4,6777.5
Q15643,0.0158,0.1765,0.0524,3535.1,3414.4,3572.0,3605.6,3617.1,3863.2,3425.7,3447.1,3578.4,3638.7
Q07955,-0.0222,0.1763,0.0523,4708.0,4512.7,4651.6,4544.2,4560.1,4411.5,4750.7,4728.8,4810.0,3977.8
P62875,-0.0296,0.176,0.0522,1300.4,1180.9,1119.9,1131.7,1316.9,1077.2,1174.6,1107.7,1269.2,1300.2
Q9P2D3,-0.0273,0.1759,0.0522,292.3,268.0,288.3,288.5,306.0,309.9,284.7,246.3,303.3,275.2
Q96F24,-0.0144,0.1762,0.0522,3737.3,3641.6,3756.8,3803.8,3873.3,3524.6,3841.5,3828.9,3595.9,3843.5
Q6PD62,0.0328,0.1755,0.0521,2390.9,2390.3,2439.0,2534.4,2875.1,2426.5,3062.8,2551.5,2463.4,2435.8
P48431,0.0532,0.1757,0.0521,188.8,215.3,199.9,203.8,199.9,214.4,257.4,239.5,196.6,153.2
Q13107,0.0387,0.1745,0.0519,259.9,302.0,285.1,270.8,308.9,325.2,244.0,310.9,265.7,326.6
Q13769,-0.011,0.1745,0.0519,7888.7,7665.0,7838.5,7763.2,7623.7,7425.2,7574.0,7704.1,7839.8,7949.7
O76021,-0.0151,0.1744,0.0519,4741.1,4627.7,4635.9,4509.4,4593.1,4894.0,4652.3,4461.9,4575.3,4300.8
O75150,0.015,0.1742,0.0519,1924.6,1908.7,1904.7,1853.0,1988.6,1938.3,1948.8,1895.7,2067.1,1834.5
Q8N142,-0.0447,0.1747,0.0519,128.8,138.1,142.0,163.6,118.8,112.7,143.1,121.0,141.3,152.5
Q8N0Z6,-0.0222,0.1745,0.0519,240.4,232.6,234.6,227.9,254.6,234.9,236.2,229.4,259.6,213.3
P40939,-0.0132,0.1751,0.0519,26594.6,25309.4,24223.8,24787.5,25082.1,24506.7,24811.0,24579.2,26008.0,24912.5
P17612,0.0122,0.175,0.0519,12467.1,12528.8,12498.1,12285.9,12446.8,11816.5,13011.6,12618.5,12760.1,12579.4
Q9BQ61,0.0206,0.1742,0.0519,5472.5,5576.6,5695.3,6107.6,5483.2,5600.2,6286.2,5355.7,5887.3,5632.0
P05387,0.0301,0.1752,0.0519,8731.4,11189.2,9964.0,9511.5,11363.9,10167.8,9955.8,10584.0,10637.8,10246.0
P62995,-0.0487,0.174,0.0517,1305.1,1349.0,1372.3,1276.3,1386.5,1703.2,1420.9,1207.2,1172.5,1054.3
Q9BVJ6,0.0203,0.1738,0.0516,816.4,819.3,906.2,839.3,854.3,816.8,843.4,856.2,829.1,953.5
P40818,-0.0313,0.1735,0.0516,212.4,223.1,244.7,241.7,237.7,223.0,226.6,193.5,237.1,257.8
Q8TCE6,0.0268,0.1735,0.0516,258.0,242.2,254.9,249.3,275.4,254.7,272.4,257.7,292.7,229.3
Q6PD74,-0.0192,0.1728,0.0511,3096.4,3025.0,2792.4,2897.3,3122.5,2742.0,2942.3,3122.0,2869.5,3063.4
Q9HC52,-0.0381,0.1725,0.0508,251.8,292.8,256.0,341.0,265.1,264.8,268.2,262.0,313.4,256.4
Q9NNX1,0.0671,0.1723,0.0507,461.2,498.6,543.1,437.6,457.5,781.3,465.0,439.3,472.3,418.6
Q8IW35,-0.0411,0.1721,0.0507,478.6,515.3,508.9,482.7,660.4,533.3,489.4,449.6,578.1,511.4
P54687,-0.0141,0.172,0.0507,10612.0,10944.5,10069.6,10499.2,10048.3,9840.6,10591.7,10359.5,10586.6,10280.2
Q9H5V9,-0.0123,0.1718,0.0506,4873.0,4860.6,5027.4,4814.3,4846.9,4856.2,4950.1,4974.4,4879.3,4563.8
Q15181,0.016,0.1701,0.0504,59378.3,61528.2,61871.9,63972.6,63259.3,59703.2,63925.3,67096.3,59824.0,63113.0
Q16658,-0.0154,0.1714,0.0504,29916.4,30504.7,29810.5,30867.1,29468.7,27523.8,30897.3,31020.0,29186.6,30469.1
Q969Y2,0.0402,0.17,0.0504,289.2,252.7,272.8,293.7,302.4,273.8,245.8,273.0,356.5,310.7
Q96EV2,-0.0179,0.1704,0.0504,1457.6,1501.8,1601.7,1628.6,1450.6,1426.2,1583.2,1525.8,1504.6,1501.8
P53985,0.0235,0.1706,0.0504,412.0,407.8,431.0,412.4,449.1,465.1,443.4,384.7,452.2,405.5
Q96MG7,-0.0324,0.1707,0.0504,257.0,228.1,237.9,226.1,190.7,242.3,225.3,222.3,202.4,218.8
Q05519,-0.0174,0.17,0.0504,6154.9,5939.7,5675.5,5751.0,5937.8,5642.2,5768.9,5628.1,6410.8,5679.4
P46783,-0.0262,0.17,0.0504,20191.0,21021.5,19992.4,20032.3,19519.4,21593.5,19593.7,17534.8,22038.6,18533.4
O00442,-0.0115,0.1705,0.0504,3313.8,3200.7,3248.9,3113.3,3299.2,3297.8,3155.3,3109.7,3248.4,3235.9
P48380,-0.0451,0.1706,0.0504,66.6,63.2,56.2,46.2,66.9,54.5,50.6,63.1,60.1,59.8
P35790,0.0511,0.1712,0.0504,102.8,125.3,104.1,102.7,116.9,122.3,86.7,103.8,133.5,130.8
P60866,-0.0136,0.1701,0.0504,8987.9,9481.0,8603.8,8637.8,9097.3,8879.2,8818.6,8583.6,8999.5,9086.1
Q9Y4P1,-0.0199,0.1701,0.0504,2052.2,2041.9,2019.2,2078.7,2149.1,1984.7,1864.2,2100.8,2013.1,2254.5
Q6PCE3,-0.0116,0.171,0.0504,5298.2,5305.0,5289.8,5452.1,5479.3,5174.2,5167.4,5538.7,5303.0,5433.6
Q9NRL3,0.0164,0.1683,0.0502,3224.6,3300.9,3218.1,3231.2,3353.1,3253.7,3287.0,3065.3,3587.1,3340.0
Q13200,-0.0127,0.169,0.0502,45407.0,42987.3,44636.7,43352.7,43361.8,41545.8,43210.2,43200.1,45573.2,44344.5
Q9BTT4,-0.0283,0.1683,0.0502,890.9,930.7,891.3,848.3,910.3,1039.2,836.9,779.6,876.7,870.4
Q6IQ49,-0.0164,0.1693,0.0502,5213.9,5037.5,4923.4,5278.3,5041.5,4925.8,5375.2,4900.0,5268.9,4755.4
P01034,0.0415,0.1687,0.0502,39.5,48.7,52.8,45.0,44.4,44.0,54.7,39.5,50.0,49.3
P09493,0.0204,0.1685,0.0502,4597.9,4515.8,4799.7,4527.6,5026.4,4554.9,4659.2,4683.7,4614.9,5305.5
P30044,-0.0187,0.1693,0.0502,9953.5,11578.9,10438.4,10618.0,11122.1,10288.9,11086.7,10466.7,10953.1,10181.3
Q7L5N1,0.0171,0.1686,0.0502,15103.8,14545.3,14089.1,14718.4,14883.7,13487.1,14733.3,15265.7,15230.9,15574.5
P49674,0.0344,0.1694,0.0502,1161.7,1186.0,1204.1,1064.3,1169.3,1416.7,1200.3,1159.9,1192.0,989.4
Q16881,0.0162,0.1689,0.0502,18693.8,18815.5,18644.4,18959.4,18921.7,17807.7,18996.0,19960.8,18123.0,20338.7
O15498,-0.0206,0.1695,0.0502,7750.1,7617.2,7490.9,7716.8,7086.2,6749.0,7975.5,7095.2,7565.3,7792.1
Q9C0B0,0.0136,0.1689,0.0502,5336.4,5268.1,5434.8,5523.0,5313.7,5141.6,5266.2,5440.7,5641.6,5655.7
P0DP25,0.0587,0.1698,0.0502,27231.0,17744.8,28769.7,26313.6,29431.8,24894.5,28439.0,30947.5,23198.0,25963.2
P0CV99,0.02,0.169,0.0502,516.1,474.7,480.9,485.3,500.5,523.7,495.2,516.8,444.2,515.2
Q9Y3Y2,0.0214,0.1667,0.0499,686.3,636.7,575.0,665.9,635.0,679.8,658.2,627.4,672.6,606.1
Q9BYB4,0.0118,0.1669,0.0499,8592.3,8735.4,8521.3,8895.9,8671.1,8299.9,8943.2,9042.2,8827.6,8673.6
Q9BXR0,-0.0153,0.1674,0.0499,9189.6,9312.2,9224.1,9266.7,9033.5,8345.8,9400.7,9582.9,9023.3,9235.9
Q5D862,-0.2771,0.1666,0.0499,4362.2,5701.0,27044.8,3865.1,3358.3,19321.3,3138.2,4407.7,3222.3,3879.5
Q6PII3,0.0266,0.1677,0.0499,575.8,588.1,614.5,646.2,657.6,613.2,656.4,546.4,641.8,686.9
Q9H6Y2,-0.0179,0.1665,0.0499,1371.9,1316.9,1347.6,1316.6,1369.8,1273.8,1407.3,1311.2,1427.1,1230.4
Q9NTK5,-0.0166,0.1676,0.0499,7570.8,7213.1,7384.5,7454.9,7690.7,7554.1,7251.3,7142.6,8021.2,6954.9
Q92484,-0.0216,0.1672,0.0499,669.3,795.6,795.7,724.4,741.1,724.8,725.4,786.4,721.5,707.6
P48443,0.0521,0.1675,0.0499,129.1,121.8,143.3,128.7,134.1,132.5,124.1,134.1,110.9,190.5
P82650,-0.0151,0.167,0.0499,6380.1,6176.0,5817.5,5966.6,5970.0,5993.1,5776.7,5850.0,6414.7,5963.6
Q9NXW9,-0.0101,0.1674,0.0499,1230.3,1226.7,1204.5,1177.7,1235.1,1177.4,1192.8,1207.7,1238.3,1215.8
Q6SJ96,0.0206,0.1678,0.0499,742.6,785.7,685.0,745.4,774.0,769.7,692.6,738.0,793.3,793.4
P83436,0.015,0.1666,0.0499,1291.0,1332.2,1370.4,1319.7,1374.7,1339.7,1272.0,1354.3,1346.2,1449.7
Q96EL3,-0.0224,0.1662,0.0496,2697.8,2646.6,2323.6,2687.1,2515.8,2497.8,2646.1,2299.2,2674.5,2553.8
Q13596,-0.0133,0.1651,0.049,10086.5,9681.2,9695.0,9654.4,10146.9,9423.3,9563.6,9479.4,10200.4,10162.1
Q14671,-0.0116,0.1654,0.049,4510.5,4735.2,4687.4,4742.0,4888.5,4772.4,4525.8,4609.9,4773.9,4689.8
O95801,0.0314,0.1652,0.049,4980.6,5035.9,4671.1,4824.6,4961.1,6122.4,4420.4,5065.6,4792.2,4759.6
Q9UEW8,0.0238,0.1652,0.049,502.9,478.1,447.0,411.7,478.4,475.1,474.1,432.6,470.5,501.4
Q04760,-0.0149,0.1649,0.0489,26092.7,27319.3,25435.6,26597.7,27152.5,24630.5,27172.4,27625.3,26050.6,25814.8
Q14203,-0.0095,0.1643,0.0484,24847.3,24457.6,24347.4,24750.9,24460.0,24116.4,23893.8,24051.4,25222.1,24797.9
O94967,-0.0104,0.164,0.0482,3933.9,4060.0,4025.9,4020.9,4042.8,3888.9,4020.8,3853.2,4091.3,4090.0
P55327,0.0191,0.1639,0.0482,4954.3,5441.2,5499.4,5502.6,5171.5,5019.7,5686.7,5703.6,5369.7,5155.7
Q9UKV3,-0.0105,0.1638,0.0482,8533.7,8886.3,8797.9,9121.9,8726.9,8633.9,8847.8,8860.6,8896.4,8504.2
P36957,0.0127,0.1635,0.048,12958.4,13171.3,12783.0,12492.5,12949.6,12176.9,13246.9,12902.7,13426.1,13198.7
O75496,0.0198,0.1617,0.0479,7030.3,7505.7,7026.8,7547.2,7521.2,6570.9,7692.4,7631.9,7688.6,7600.7
P34949,0.0097,0.1623,0.0479,9197.2,9249.6,9058.8,9422.7,9048.1,8966.7,9251.9,9208.1,9465.1,9397.6
Q6UXP9,-0.0179,0.1624,0.0479,281.7,287.1,285.4,300.3,300.8,272.6,290.8,301.0,266.8,307.8
Q29RF7,-0.0111,0.1627,0.0479,3146.4,3331.9,3319.9,3301.5,3360.4,3360.0,3335.3,3184.3,3222.7,3231.2
P23381,-0.0162,0.1618,0.0479,33486.0,31939.6,33488.1,32599.0,34917.0,31070.0,33372.6,34445.6,31249.3,34527.5
Q5QP82,-0.0104,0.1614,0.0479,3460.7,3588.2,3430.7,3403.8,3515.6,3373.0,3439.0,3383.1,3530.6,3548.9
O15182,-0.0166,0.1612,0.0479,2286.2,2177.4,2059.4,2163.8,2233.2,1985.6,2145.7,2257.8,2209.5,2200.3
Q9NVG8,-0.0163,0.1612,0.0479,15236.6,14954.2,14528.6,15528.5,14688.2,13452.6,15162.4,15306.9,14839.5,15401.4
Q96H79,-0.0129,0.1629,0.0479,3872.6,3851.1,3655.4,3810.7,3724.8,3516.5,3741.9,3870.8,3812.1,3810.7
Q9UQN3,0.0197,0.1632,0.0479,16150.9,16704.9,16773.6,18249.8,16062.8,15951.7,18335.8,16424.8,16661.4,17747.5
Q15811,0.0108,0.1617,0.0479,4592.5,4615.9,4532.8,4644.4,4699.8,4608.5,4614.8,4549.4,4583.6,4909.1
Q9BVA1,-0.0185,0.1626,0.0479,2081.2,2042.5,1898.8,1998.8,2136.8,1981.2,1997.9,2042.8,2160.3,1851.0
P22670,-0.013,0.1614,0.0479,3676.9,3756.2,3646.3,3698.7,3683.7,3434.6,3585.1,3688.0,3744.9,3857.3
P63104,-0.0169,0.1625,0.0479,62938.8,66153.4,66954.0,67731.7,65545.7,61837.4,69258.5,68499.9,61013.0,65212.9
Q7Z5K2,-0.0134,0.1613,0.0479,6268.7,6516.3,6200.3,6879.5,6511.5,6497.2,6603.5,6311.3,6452.5,6198.4
P62805,0.0401,0.1619,0.0479,2186.7,2211.5,1965.6,2059.7,2170.5,2862.8,2091.2,2033.0,2119.0,1893.6
Q8NFV4,-0.0111,0.1627,0.0479,2555.9,2541.3,2420.2,2556.4,2557.7,2423.9,2511.3,2552.0,2463.2,2584.4
Q8WUD1,0.0215,0.1619,0.0479,599.7,612.9,536.1,644.5,588.9,592.9,624.1,610.0,558.1,639.7
P78317,-0.032,0.1617,0.0479,506.7,530.9,571.6,563.9,487.8,481.3,576.1,519.2,450.1,584.3
P60484,0.0193,0.1614,0.0479,487.9,427.9,440.2,498.4,456.6,450.5,474.8,496.4,462.2,455.7
P09104,0.0161,0.1608,0.0477,6494.3,6591.0,6500.0,6681.8,6710.2,6292.7,6882.6,7072.4,6222.7,6919.8
Q96A49,-0.0136,0.1607,0.0477,16147.6,17307.6,17092.0,17664.0,17477.6,16305.6,17409.5,16968.9,16518.5,17680.0
Q9H299,-0.0299,0.1602,0.0476,4716.3,5362.9,4811.2,5115.6,5405.1,5046.1,5191.9,5160.2,5434.5,4129.3
Q9Y6X3,-0.0217,0.1601,0.0476,1634.0,1613.5,1622.8,1623.4,1683.0,1575.2,1612.8,1635.4,1820.4,1433.8
Q86U86,0.0177,0.1604,0.0476,1326.1,1360.9,1245.2,1265.5,1338.7,1301.0,1255.3,1279.3,1454.8,1331.9
Q08209,-0.011,0.1603,0.0476,15357.0,15681.2,15430.6,15674.9,15183.1,14507.7,15776.5,15500.3,15426.3,15554.8
Q9BT73,0.0168,0.1599,0.0474,3363.0,3599.2,3494.0,3668.8,3638.0,3361.0,3765.0,3830.1,3503.7,3523.3
Q16740,-0.0122,0.1595,0.0472,6909.6,6754.1,6661.9,6971.2,6707.0,6368.9,6630.5,6972.3,6948.5,6810.0
O60306,0.0186,0.159,0.0471,1558.7,1485.5,1555.4,1498.2,1734.0,1525.4,1519.8,1595.5,1609.8,1676.2
Q9H974,-0.0157,0.1592,0.0471,7860.7,7941.1,8185.6,8753.0,8255.9,7550.3,8134.6,8458.5,8234.1,8175.2
Q02790,-0.012,0.1594,0.0471,74949.7,70010.8,70837.2,71584.8,70208.3,67875.8,70241.7,70609.4,72741.3,73182.8
Q5U5X0,0.0139,0.159,0.0471,2277.7,2315.3,2161.8,2254.7,2136.7,2137.1,2265.1,2307.1,2347.7,2198.1
A0A0B4J263,-0.0298,0.1588,0.0469,662.7,675.8,569.6,725.7,560.2,617.7,669.4,577.8,630.0,621.3
Q969Z0,0.0308,0.1584,0.0467,186.9,194.2,214.7,198.9,224.4,206.6,223.3,177.9,233.9,201.6
P42025,-0.0218,0.1581,0.0465,442.6,491.2,438.4,455.3,428.5,416.0,417.1,432.6,477.0,481.5
Q9UEE9,-0.0171,0.1576,0.0463,11807.5,13555.1,13166.6,13235.1,12615.8,12319.0,13046.2,12871.9,12079.7,13270.5
Q99733,-0.044,0.1572,0.0463,15561.2,15883.8,15556.1,16622.1,23831.4,15685.6,17004.1,17488.8,16267.9,17232.4
Q8N5F7,-0.0252,0.1574,0.0463,583.2,575.5,621.3,630.6,659.2,591.0,622.0,600.9,677.2,531.1
Q9UET6,0.0486,0.1573,0.0463,197.3,205.4,169.1,188.7,286.7,215.6,197.1,213.1,234.3,206.8
Q9UQR0,-0.081,0.1576,0.0463,31.0,48.8,32.8,34.3,42.8,36.8,57.0,30.6,32.1,26.7
Q9GZS3,-0.0118,0.1574,0.0463,9259.8,9241.8,9250.2,9274.4,9059.9,8583.3,9391.6,9500.0,9105.3,9158.3
Q8TEA8,0.0154,0.1569,0.0462,4343.4,3800.4,3920.5,4044.4,4061.8,3975.2,4283.7,4066.8,3941.4,4108.9
Q12931,-0.0127,0.1569,0.0462,57020.1,55614.2,55043.1,56128.4,55987.5,51450.1,56959.8,56432.3,55353.6,57333.0
P62899,0.0176,0.1565,0.0459,10232.6,10618.3,10305.6,10024.6,10430.2,10642.9,9592.6,10074.6,11478.5,10540.9
P20933,0.019,0.1563,0.0458,3022.9,3209.8,3481.4,3253.3,3195.1,3036.1,3196.1,3498.2,3213.8,3437.5
Q08945,0.0125,0.1558,0.0454,6599.4,6373.3,6617.9,6539.7,6861.4,6407.3,6406.8,6886.0,6701.8,6883.9
O43813,-0.0136,0.1554,0.0452,11861.4,11597.7,11183.4,11881.3,11787.2,10744.4,11841.4,11932.6,11885.7,11389.1
P24539,-0.0236,0.1552,0.0451,432.8,410.5,383.9,406.7,384.5,394.8,394.7,380.0,456.4,363.6
Q07812,-0.0135,0.1547,0.0446,9312.6,9618.2,9031.8,9581.3,9339.7,8645.9,9630.6,9215.5,9617.6,9360.2
P49643,-0.0139,0.1544,0.0445,5503.1,5302.9,5065.9,5207.3,5284.6,5082.9,4995.5,5143.5,5568.6,5331.5
Q6P4R8,0.0651,0.1543,0.0445,197.7,243.6,155.7,194.5,228.9,301.2,211.4,216.1,183.7,165.5
O15143,0.0121,0.1542,0.0444,12639.2,12208.9,12179.2,12584.1,12212.0,11712.0,12791.3,12771.5,12256.3,12845.2
Q9BTE7,-0.0223,0.1541,0.0444,846.4,840.4,798.8,856.2,899.8,766.4,789.0,927.7,807.0,895.1
Q9BZE4,0.0141,0.1535,0.0441,5575.9,5193.7,5202.4,5248.1,5516.2,5487.8,5168.5,5150.2,5614.7,5583.4
Q16514,0.077,0.1535,0.0441,261.1,242.8,262.8,270.2,277.9,500.3,260.3,241.9,219.1,236.7
P67809,0.0105,0.1533,0.044,17922.0,17429.8,17671.8,18146.5,17221.4,17096.8,18232.4,17551.2,17885.9,18284.2
Q5FBB7,-0.0142,0.1527,0.0435,199.3,201.3,193.8,205.1,190.5,188.0,187.8,201.5,194.2,209.3
Q99547,-0.0124,0.1524,0.0434,4817.5,4588.7,4435.0,4737.4,4786.5,4434.6,4560.0,4741.6,4639.6,4786.3
Q96B26,0.0133,0.1523,0.0434,11192.4,11338.6,10684.6,11462.9,11034.8,10462.4,11556.4,11475.9,11173.6,11584.9
P13073,0.0133,0.1512,0.0432,2844.8,2891.5,2996.3,2796.4,2989.8,2765.2,2878.2,3082.5,2992.0,2939.4
O60279,-0.0278,0.1509,0.0432,1294.0,1340.8,1376.4,1420.7,1394.2,1620.2,1327.6,1274.2,1187.1,1320.1
Q9UMX0,0.0103,0.1521,0.0432,11251.6,11689.9,11005.9,11331.9,11337.8,10917.5,11606.7,11334.8,11496.3,11674.7
Q9NR28,-0.0236,0.1515,0.0432,7069.0,6608.2,6727.5,6692.3,8397.2,6909.7,6965.9,6860.7,7181.6,6861.0
Q96EY7,0.0152,0.1519,0.0432,4309.5,3987.3,3955.0,3952.4,4195.4,4173.0,3890.2,3966.2,4299.7,4290.7
Q9H211,-0.099,0.1516,0.0432,64.7,148.1,67.2,113.5,116.3,95.2,112.1,105.0,59.4,90.6
P78537,0.0157,0.1518,0.0432,3817.2,3617.2,3505.7,3709.3,3671.8,3613.5,3545.3,4071.3,3647.9,3658.2
Q5SY16,-0.0164,0.1515,0.0432,621.8,631.9,591.6,660.5,599.6,634.8,572.0,591.4,636.6,636.2
A6NED2,0.0215,0.1512,0.0432,1319.3,1334.6,1306.9,1284.8,1231.1,1246.4,1283.1,1191.9,1469.4,1399.8
Q96RN1,-0.0192,0.1511,0.0432,393.5,391.1,390.0,402.7,413.4,378.3,375.2,363.6,416.3,435.2
O15318,0.0184,0.1512,0.0432,3311.2,3438.0,3151.1,3281.1,3391.9,3014.8,3479.8,3310.9,3382.4,3621.3
P62277,-0.0162,0.1489,0.0425,19445.0,19699.8,19413.2,17941.5,20071.9,18702.1,17736.8,19031.9,20170.8,19882.8
Q14677,-0.0187,0.1502,0.0425,10225.7,10551.0,10195.0,11186.4,9673.1,10190.7,10638.2,9257.4,10555.3,10530.7
Q9UI12,0.0118,0.149,0.0425,9128.3,8863.9,9232.9,9179.9,9389.0,8698.4,9165.0,9462.3,9243.7,9618.8
Q7L1I2,0.0388,0.149,0.0425,92.7,111.1,106.7,94.3,95.4,98.2,102.3,121.6,81.5,113.6
P07737,0.0194,0.1497,0.0425,38384.5,45352.3,42161.5,42790.3,44845.8,42956.7,43334.5,46759.3,41113.3,42089.7
Q14204,-0.0113,0.1499,0.0425,200404.3,189266.7,187982.3,192061.5,196524.4,183886.6,190105.2,189334.2,197889.8,197557.8
P27824,-0.0148,0.1494,0.0425,2165.6,2202.9,2163.7,2101.7,2266.7,2209.6,1994.2,2129.0,2304.1,2160.9
Q7L523,-0.0136,0.1495,0.0425,4790.8,5181.5,4991.3,5010.6,5093.6,4606.6,5029.6,5190.1,4992.3,5025.4
Q92615,-0.0139,0.1489,0.0425,1531.6,1635.3,1630.6,1658.9,1605.0,1687.9,1599.4,1554.9,1643.7,1501.9
P55854,0.0183,0.1498,0.0425,825.2,918.2,904.7,888.3,967.5,901.6,977.0,935.4,890.4,855.5
Q96I25,-0.0118,0.149,0.0425,2838.9,2949.3,3052.4,3030.9,2956.7,3015.1,2954.4,2898.4,2800.0,3041.5
P48426,0.0175,0.1496,0.0425,1027.5,983.9,1053.1,939.0,1106.2,1085.3,998.1,1050.7,993.7,1038.8
P47929,0.3378,0.1495,0.0425,1377.9,1372.6,1856.4,1191.5,1568.3,27174.5,834.4,703.0,1276.9,1039.2
Q9P265,0.0104,0.1486,0.0424,15398.9,15482.1,15760.9,16017.9,15801.8,14957.3,15774.8,16158.7,15991.9,16172.7
Q8TDP1,-0.0129,0.1477,0.0422,2511.8,2456.9,2487.5,2315.8,2435.0,2320.5,2351.4,2427.5,2568.7,2433.0
Q07666,0.0123,0.1479,0.0422,4379.5,4552.1,4493.1,4372.9,4508.8,4651.6,4570.9,4299.3,4697.9,4291.4
Q7Z6K3,0.0273,0.1483,0.0422,783.8,757.8,838.9,784.1,895.7,766.7,770.7,867.5,777.9,964.7
Q8TBZ6,0.0095,0.1481,0.0422,3090.9,3016.4,3046.3,3042.8,2953.8,2962.9,3070.3,3050.0,3000.8,3168.4
Q9HCJ0,-0.0702,0.1477,0.0422,53.3,57.8,50.2,60.8,99.6,57.9,76.3,56.4,48.0,61.4
Q9NW68,0.0192,0.1478,0.0422,2446.9,2606.1,2390.1,2564.4,2663.2,2461.0,2468.5,2396.0,2749.1,2780.4
Q9HD40,-0.0229,0.148,0.0422,610.3,601.1,568.5,569.4,622.4,556.6,544.6,576.2,685.1,570.5
P35237,0.0128,0.1473,0.042,17365.5,17261.8,17397.6,18116.1,17863.4,16494.6,18468.3,18214.2,17502.7,18168.9
Q9GZT8,-0.0161,0.1474,0.042,11730.4,11739.0,11802.4,11631.5,11594.9,10522.0,11961.1,12504.5,11172.1,11791.4
