Accession,# PSMs,Gene Symbol,Abundances_Pool_0,Abundances_Pool_1,Abundances_Pool_2,Abundances_Pool_3,Abundances_Pool_4,Abundances_Pool_5,Abundances_Pool_6,Abundances_Pool_7,Abundances_Pool_8
Q07866,70,KLC1,15734.6,17088.2,16586.9,17827.5,16150.3,17100.2,16881.0,16394.9,16851.0
Q9HB71,72,CACYBP,11702.0,15701.3,16331.1,17654.2,15952.9,16312.3,16535.2,14843.7,15164.1
P09960,81,LTA4H,19069.5,17953.1,18285.9,16791.4,18776.0,17527.6,17723.9,18548.7,17669.5
Q9Y4E8,87,USP15,14161.6,16404.5,16017.1,17372.7,14415.0,16595.4,16623.8,14370.8,14840.0
O14744,96,PRMT5,24697.6,25436.0,26702.6,24469.0,26992.6,24316.6,25964.6,25674.7,25068.4
Q6PI48,80,DARS2,12815.4,12825.8,12919.0,12255.3,12931.0,11900.4,12939.0,12926.8,12850.9
P23921,93,RRM1,20341.1,19372.3,19541.5,19310.8,18014.6,19559.3,18799.9,17768.3,18420.1
Q92900,65,UPF1,9624.3,9449.3,9512.2,10249.8,9535.4,9994.1,9410.3,9413.0,9861.2
P52888,95,THOP1,16337.1,17605.1,17889.3,16525.7,18358.8,17227.1,17577.2,18749.2,18016.3
P28340,66,POLD1,12278.7,11105.8,10555.1,11330.4,10582.3,10953.2,10867.4,10646.7,11328.7
P43686,103,PSMC4,17818.9,17810.9,17458.7,19309.9,17227.7,18289.9,18186.4,16864.1,17774.7
Q9Y6A5,67,TACC3,14137.6,13503.4,13349.2,13293.9,13297.6,13726.2,13959.2,14346.5,14477.4
Q13085,59,ACACA,6077.9,5208.4,4948.2,5610.1,5109.7,5011.4,4775.8,2962.8,4807.1
P33991,76,MCM4,10467.3,10316.3,9858.9,10912.4,9146.0,10569.7,9777.2,8500.6,9421.9
Q9BWD1,71,ACAT2,12979.6,14150.6,13820.6,13520.9,13519.1,14585.9,14529.2,14570.2,14567.5
P43490,108,NAMPT,21409.8,20835.1,20769.1,20067.7,21578.7,20444.8,22202.1,22326.7,21102.9
P33992,79,MCM5,11996.2,12132.8,11913.0,12408.9,11268.7,11863.3,11471.4,11102.8,11958.9
